id,group,abbr,page_url,criterion,act_rule,element_n,tag,selector,accessible_name,name_source,full_src,src_source,srcset,css_width,css_height,natural_width,natural_height,containing_link,nearby_text,svg_markup,empty_placeholder,evaluator_code,date,outcome_TOFILL,justification_TOFILL
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,1,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,https://hkust.edu.hk/sites/default/files/2026-01/Standard%2035A%20Logo%20-%20FC%20%28B%29%20English.png,currentSrc,,249,47,2811,531,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,2,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,https://hkust.edu.hk/sites/default/files/2026-01/Standard%2035A%20Logo%20-%20FC%20%28B%29%20English.png,currentSrc,,249,47,2811,531,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,3,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,https://hkust.edu.hk/sites/default/files/2026-01/Standard%2035A%20Logo%20-%20FC%20%28W%29%20English.png,currentSrc,,249,47,2806,531,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,4,img,div.header__wrapper > div.header__logo > div.field > img,HKUST 35A,alt,https://hkust.edu.hk/sites/default/files/2026-01/Standard%2035A%20Logo%20-%20FC%20%28W%29%20English.png,currentSrc,,249,47,2806,531,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,12,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST 35A KV,alt,https://hkust.edu.hk/sites/default/files/2026-07/GECO_35A_KV%20banner02-01.jpg,currentSrc,,1270,714,4000,2250,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,13,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST and NetDragon,alt,https://hkust.edu.hk/sites/default/files/2026-09/MTP%20-%20EN.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,14,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST ranks #33 worldwide in QS World University Rankings 2027,alt,https://hkust.edu.hk/sites/default/files/2026-06/QS%20-%20Web%20Banner%20Jun%202027_EN_0.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,15,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,"Prof. Bert SHI, Antonino COSTA and Jeff KWAN",alt,https://hkust.edu.hk/sites/default/files/2026-09/HKPFS%20-%20EN.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,16,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Impact Ratings 2026,alt,https://hkust.edu.hk/sites/default/files/2026-06/Social%20-%20THE%20SIR%202026%201920%20x%201080-EN.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,17,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,"HKUST Hosts ""Fire Up Your Year"" Orientation Carnival to Welcome the 2026/27 Academic Year",alt,https://hkust.edu.hk/sites/default/files/2026-09/FUYY%20-%20EN.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,18,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Charts a Roadmap for Agentic 7G AI-Powered Wireless Networks,alt,https://hkust.edu.hk/sites/default/files/2026-09/7G%20-%20EN.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,19,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,https://hkust.edu.hk/news/hkust-receives-governments-approval-establishing-new-medical-school,alt,https://hkust.edu.hk/sites/default/files/2025-11/HKUST%20Receives%20Government%27s%20Approval%20for%20Establishing%20a%20New%20Medical%20School_0.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,20,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,Times Higher Education Global Employability University Ranking 2026,alt,https://hkust.edu.hk/sites/default/files/2025-11/QS%20Oct%20-%204%20EN_0.jpg,currentSrc,,1270,714,8000,4500,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,21,img,div.home-slider__slide > div.home-slider__slide--background > picture > img,HKUST Commences Preparations for NEW MEDICAL SCHOOL,alt,https://hkust.edu.hk/sites/default/files/2025-11/NMS%203%20-%20EN.jpg,currentSrc,,1270,714,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,22,img,span.field-content > div.news-item > div.news-item__thumbnail > img.image-style-hkust-home-news,HKUST Launches Mandatory AI Common Core Program to Nurture Future Leaders Comprehensive Scholarships to Attract Top Talent,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_news/public/news/30887/Photo%201_10.jpg?itok=c3rFM8pL,currentSrc,,580,387,846,564,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,23,img,span.field-content > div.news-item > div.news-item__thumbnail > img.image-style-hkust-home-news,HKUST-Nurtured Startups Triumph at the HICOOL 2026 Global Entrepreneur Summit and Entrepreneurship Competition,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_news/public/news/30923/Photo%201_13.jpg?itok=kf6AK6UP,currentSrc,,290,193,846,564,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,24,img,span.field-content > div.news-item > div.news-item__thumbnail > img.image-style-hkust-home-news,"HKUST Tops Hong Kong Universities with More Than 1,000 HKPFS Recipients",alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_news/public/news/30933/Photo%201_2.jpg?itok=Thp3kLKf,currentSrc,,290,193,846,564,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,25,img,div.home-ranking > div.home-ranking__wrapper > div.home-ranking__bg > img.home-ranking__bg--img,facts_bg,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_hero_banner/public/2025-02/Mask%20group.jpg?itok=w0l0Jo1L,currentSrc,,1270,896,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,26,img,div.paragraph > div.home-first > div.home-first__bg-image > img,hkust firsts background,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_hero_banner/public/2024-08/4V5A0496%201.png?itok=eV9ch5LF,currentSrc,,1270,805,1920,1080,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,27,img,div.home-first > div.home-first__wrapper > div.home-first__text-image > img,first,alt,https://hkust.edu.hk/sites/default/files/2025-02/Our%20Firsts.svg,currentSrc,,300,71,569,134,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,28,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,HKUST Develops World's First AI Slide-Free Pathology Imaging System,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30845/Photo%201_13.jpg?itok=NVsJDbrj,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,29,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,World’s First Lightweight High Resolution High Precision CO₂ and CH₄ Point Source Detector “MUSICO” Arrives at Tiangong Space Station via Tianzhou-10,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30796/AGS_3923_edited.jpg?itok=NDDL_8O9,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,30,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,Photo 1,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30783/Photo%201_final_3.jpg?itok=cZHbZ5tF,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,31,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,"Prof. Hu Wenqi (right), his postgraduate student Chen Xi (left), and other research team members at HKUST develop the world's first bio-inspired artificial cilia system, advancing breakthroughs in medical and microrobotics applications.",alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30748/Photo%201.jpg?itok=MycdsSlJ,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,32,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,group photo,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30667/Photo%201_11.jpg?itok=k4Zu-e9h,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,33,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,Dr. Shen Xinyi (center) holds his certified all-vacuum-deposited perovskite solar cell with Prof. Lin Yen-Hung (left) and Dr. Fion Yeung (right).,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30664/%E5%90%88%E7%85%A7.jpg?itok=cWiejZ-D,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,34,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,"HKUST Develops World’s First Sub-Zero Celsius Elastocaloric Green Freezer, Reshaping Freezing Industry with its Zero Emissions",alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30622/Photo%201_5.jpg?itok=cpZaW71f,currentSrc,,246,164,360,240,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,35,img,span.field-content > div.first-news-item > div.first-news-item__image > img.image-style-hkust-home-first,Deep-Sea Multi-Omics Resource Platform,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_home_first/public/news/30590/thumbnail.jpg?itok=lA839zDq,src,,246,164,,,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,36,svg,#Layer_1,".st0{fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st1{clip-path:url(#SVGID_00000120528766183025778980000004212692483794008448_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st2{clip-path:url(#SVGID_00000033359226881078764230000000270830281838994049_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st3{clip-path:url(#SVGID_00000034779095163036372700000015368412799842241667_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st4{clip-path:url(#SVGID_00000152948081283141966850000014582099007709508270_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st5{clip-path:url(#SVGID_00000114781979593263241400000002230681127890612127_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st6{clip-path:url(#SVGID_00000093877201229590025550000015255825841876214461_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st7{clip-path:url(#SVGID_00000059276360178841607050000010767795574737065390_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st8{clip-path:url(#SVGID_00000122682808457875439760000000278470977172611731_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st9{clip-path:url(#SVGID_00000026847776957354755600000012457419052014176172_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st10{clip-path:url(#SVGID_00000155128426782703892770000001087398355476316801_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;}",otro,,svg en linea,,381,157,,,,".st0{fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st1{clip-path:url(#SVGID_00000120528766183025778980000004212692483794008448_);fill:none;stroke:#CC9900;strok","<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"" x=""0px"" y=""0px"" viewBox=""0 0 2177 894.9"" style=""enable-background:new 0 0 2177 894.9;"" xml:space=""preserve""> <style type=""text/css""> .st0{fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st1{clip-path:url(#SVGID_00000120528766183025778980000004212692483794008448_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st2{clip-path:url(#SVGID_00000033359226881078764230000000270830281838994049_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st3{clip-path:url(#SVGID_00000034779095163036372700000015368412799842241667_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st4{clip-path:url(#SVGID_00000152948081283141966850000014582099007709508270_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st5{clip-path:url(#SVGID_00000114781979593263241400000002230681127890612127_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st6{clip-path:url(#SVGID_00000093877201229590025550000015255825841876214461_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st7{clip-path:url(#SVGID_00000059276360178841607050000010767795574737065390_);fill:none;stroke:#CC9900;stroke-width:55;stroke-linecap:round;stroke-linejoin:round;} .st8{clip-p",,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,37,img,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Prof. Sherry CHEN,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_our_faculty/public/awards/P000002952.png?itok=ke_M7TLe,currentSrc,,229,330,300,480,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,39,img,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Prof. Hongbo FU,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_our_faculty/public/awards/Prof_FU_Hongbo_Sq.jpg?itok=HFmcIQ3M,currentSrc,,229,450,300,480,,,,,R04,2026-09-09,,
58,mundo,HKUST,https://hkust.edu.hk/,1.1.1,qt1vmo,41,img,span.field-content > div.home-awards-item > div.home-awards-item__bg > img.home-awards__desktop-image,Prof. SHI Xiaoming,alt,https://hkust.edu.hk/sites/default/files/styles/hkust_our_faculty/public/awards/Xiaoming_Shi_Sq.png?itok=RKw-3fls,currentSrc,,229,450,300,480,,,,,R04,2026-09-09,,
