id,grupo,sigla,universidad,pais,url,fecha,axe_version,ok,https,cookies_total_pre,cookies_rastreo_pre,nombres_pre,nombres_rastreo,cmp,banner,title,lang,viewport,skip_link,ax_violaciones,ax_nodos,nodos_A,nodos_AA,nodos_AAA,perceptible,operable,comprensible,robusto,max_nivel_sin_fallo,incompletos,passes
53,ecuador,UTEG,Universidad Tecnológica Empresarial de Guayaquil,EC,https://www.uteg.edu.ec,2026-08-14T06:47:11.701Z,4.13.0,yes,yes,28,11,li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | wp-wpml_current_language | gp_easy_passthrough_session | pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | last_pysTrafficSource | last_pys_landing_page | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | pbid | _fbp | _ttp | _tt_enable_cookie | _ttp | ttcsid | ttcsid_CMLB0CRC77UEKGPKHU00,pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | YSC | VISITOR_INFO1_LIVE | _fbp | _ttp | _tt_enable_cookie | _ttp,CookieScript,yes,Universidad Tecnológica Empresarial de Guayaquil | UTEG,es-ES,yes,yes,7,34,16,9,9,24,9,0,1,ninguno,5,34
54,ecuador,UISRAEL,Universidad Tecnológica Israel,EC,https://www.uisrael.edu.ec,2026-08-14T06:47:21.796Z,4.13.0,yes,yes,15,10,ep_session_id | pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | last_pysTrafficSource | last_pys_landing_page | _fbp | pbid | cf_clearance | _ga_V27RS2GGDQ | _ga | _gcl_au | test_cookie,pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | _fbp | _ga_V27RS2GGDQ | _ga | _gcl_au | test_cookie,Complianz,yes,UISRAEL – Universidad Tecnológica Israel,es,yes,no,6,78,16,47,15,68,9,0,1,ninguno,5,30
55,ecuador,UDET,Universidad de Especialidades Turísticas,EC,https://www.udet.edu.ec,2026-08-14T06:47:29.633Z,4.13.0,yes,yes,5,5,_ga_XNE2Q2CKBY | _gid | _gat_gtag_UA_214964925_1 | _ga_EJ3V1JB3S2 | _ga,_ga_XNE2Q2CKBY | _gid | _gat_gtag_UA_214964925_1 | _ga_EJ3V1JB3S2 | _ga,,no,INICIO - UDET,es,yes,no,6,36,15,8,13,21,11,0,4,ninguno,3,25
56,ecuador,UMET,Universidad Metropolitana del Ecuador,EC,https://umet.edu.ec,2026-08-14T06:47:46.245Z,4.13.0,yes,yes,11,5,-CvHXKGnZahzY_yQ | QYyzCie-THwMxo | wVMTf_ | NOmWDnU | pll_language | _gcl_au | _ga | _ga_2J1L9P1VMY | test_cookie | _fbp | PHPSESSID,_gcl_au | _ga | _ga_2J1L9P1VMY | test_cookie | _fbp,,no,Universidad Metropolitana • Universidad Metropolitana,es-EC,yes,yes,3,18,1,11,6,17,1,0,0,ninguno,2,34
57,ecuador,U. Otavalo,Universidad de Otavalo,EC,https://www.uotavalo.edu.ec,2026-08-14T06:47:54.378Z,4.13.0,yes,yes,2,0,cookiesession1 | __cf_bm,,,yes,Universidad de Otavalo,es,yes,yes,2,8,2,0,6,6,0,0,2,ninguno,4,33
58,ecuador,USGP,Universidad San Gregorio de Portoviejo,EC,https://www.sangregorio.edu.ec,2026-08-14T06:48:01.235Z,4.13.0,yes,yes,19,7,PHPSESSID | _ttp | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | _tt_enable_cookie | _ttp | ttcsid | ttcsid_CPCA7BBC77U09VQADIEG | _gcl_au | test_cookie | vk | sk | spvc | vk | pi | pk,_ttp | YSC | VISITOR_INFO1_LIVE | _tt_enable_cookie | _ttp | _gcl_au | test_cookie,,no,Universidad San Gregorio de Portoviejo,es,yes,no,9,34,12,11,11,22,8,0,4,ninguno,2,28
59,ecuador,U. Hemisferios,Universidad de los Hemisferios,EC,https://www.uhemisferios.edu.ec,2026-08-14T06:48:24.600Z,4.13.0,yes,yes,24,9,PHPSESSID | __cf_bm | __cf_bm | __cf_bm | __cf_bm | _ga_ZFRLYLC1Y6 | __cf_bm | _ga | _gid | _gat_UA-134045233-1 | _fbp | __cf_bm | _gcl_au | test_cookie | __hstc | hubspotutk | __hssrc | __hssc | __cf_bm | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA,_ga_ZFRLYLC1Y6 | _ga | _gid | _gat_UA-134045233-1 | _fbp | _gcl_au | test_cookie | YSC | VISITOR_INFO1_LIVE,CookieYes,yes,UHE | Carreras presenciales y online | Quito,es,yes,yes,5,77,54,12,11,23,53,0,1,ninguno,5,25
60,ecuador,UNIB.E,Universidad Iberoamericana del Ecuador,EC,https://unibe.edu.ec,2026-08-14T06:48:37.863Z,4.13.0,yes,yes,0,0,,,,no,UNIB.E,es,yes,no,4,16,9,7,0,7,5,0,4,ninguno,1,29
61,ecuador,ECOTEC,Universidad Tecnológica Ecotec,EC,https://ecotec.edu.ec,2026-08-14T06:48:47.062Z,4.13.0,yes,yes,5,4,_gcl_au | cmplz_consent_mode | test_cookie | _ga_MFVR4S8MFR | _ga,_gcl_au | test_cookie | _ga_MFVR4S8MFR | _ga,Complianz,yes,"Universidad en Ecuador — Grado, Posgrado y Online | ECOTEC",es-EC,yes,yes,2,33,0,6,27,33,0,0,0,A,4,32
62,ecuador,UDR,Universidad del Río,EC,https://udr.edu.ec,2026-08-14T06:48:53.337Z,4.13.0,yes,yes,4,4,_ga_5HXBYBZBNB | _ga | _ga_8F7QTS9R25 | _ga_WQNLTBSK8V,_ga_5HXBYBZBNB | _ga | _ga_8F7QTS9R25 | _ga_WQNLTBSK8V,,no,Universidad Del Río,es-ES,yes,yes,2,24,15,9,0,0,24,0,0,ninguno,3,25
63,ecuador,UBE,Universidad Bolivariana del Ecuador,EC,https://ube.edu.ec,2026-08-14T06:49:01.116Z,4.13.0,yes,yes,1,0,ci_session,,,yes,Inicio - UBE,en,yes,no,5,35,10,10,15,29,5,0,1,ninguno,3,31
64,mundo,MIT,Massachusetts Institute of Technology,EE.UU.,https://www.mit.edu,2026-08-14T06:49:07.485Z,4.13.0,yes,yes,0,0,,,,no,MIT - Massachusetts Institute of Technology,en,yes,yes,3,8,1,6,1,1,6,0,1,ninguno,4,30
65,mundo,Stanford,Stanford University,EE.UU.,https://www.stanford.edu,2026-08-14T06:49:15.846Z,4.13.0,yes,yes,10,4,YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | _ga_Q0JD4PHRZ7 | _ga | _cs_id | su_pseudo_id | su_session_id | __Secure-YNID | __Secure-ROLLOUT_TOKEN,YSC | VISITOR_INFO1_LIVE | _ga_Q0JD4PHRZ7 | _ga,,no,Stanford University,en,yes,yes,1,11,0,0,11,11,0,0,0,AA,1,34
66,mundo,Harvard,Harvard University,EE.UU.,https://www.harvard.edu,2026-08-14T06:49:22.656Z,4.13.0,yes,yes,8,5, | _parsely_session | _parsely_visitor | _gid | _gat_UA-2923555-1 | _ga_KBLBYHG5EP | _ga | _fbp,_gid | _gat_UA-2923555-1 | _ga_KBLBYHG5EP | _ga | _fbp,,no,Harvard University,en-US,yes,yes,2,13,0,3,10,13,0,0,0,A,2,29
67,mundo,Oxford,University of Oxford,Reino Unido,https://www.ox.ac.uk,2026-08-14T06:49:29.628Z,4.13.0,yes,yes,6,2,cf_clearance | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN,YSC | VISITOR_INFO1_LIVE,,yes,University of Oxford,en,yes,yes,0,0,0,0,0,0,0,0,0,AAA,4,31
68,mundo,Cambridge,University of Cambridge,Reino Unido,https://www.cam.ac.uk,2026-08-14T06:49:36.479Z,4.13.0,yes,yes,0,0,,,,yes,University of Cambridge,en,yes,yes,2,6,5,0,1,6,0,0,0,ninguno,2,30
69,mundo,Caltech,California Institute of Technology,EE.UU.,https://www.caltech.edu,2026-08-14T06:49:44.780Z,4.13.0,yes,yes,4,2,__cf_bm | _ga_7RL83EX4D4 | _ga | __cf_bm,_ga_7RL83EX4D4 | _ga,,no,Home - www.caltech.edu,en,yes,yes,4,30,5,0,25,28,0,0,2,ninguno,3,30
70,mundo,UC Berkeley,"University of California, Berkeley",EE.UU.,https://www.berkeley.edu,2026-08-14T06:49:51.633Z,4.13.0,yes,yes,10,5,__cf_bm | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | nmstat | __cf_bm | _ga_JD06GX6S4V | _ga,YSC | VISITOR_INFO1_LIVE | nmstat | _ga_JD06GX6S4V | _ga,,no,"University of California, Berkeley: Home",en-US,yes,yes,0,0,0,0,0,0,0,0,0,AAA,2,30
71,mundo,Princeton,Princeton University,EE.UU.,https://www.princeton.edu,2026-08-14T06:49:58.623Z,4.13.0,yes,yes,2,2,_ga_92L6B9PQCG | _ga,_ga_92L6B9PQCG | _ga,,no,Home | Princeton University,en,yes,yes,0,0,0,0,0,0,0,0,0,AAA,2,28
72,mundo,Imperial,Imperial College London,Reino Unido,https://www.imperial.ac.uk,2026-08-14T06:50:07.039Z,4.13.0,yes,yes,6,0,AWSALBTG | AWSALBTGCORS | AWSALB | AWSALBCORS | ARRAffinity-WindowsWF | OptanonConsent,,OneTrust,yes,Imperial College London,en-GB,yes,yes,2,19,0,15,4,4,15,0,0,A,3,32
73,mundo,U Chicago,University of Chicago,EE.UU.,https://www.uchicago.edu,2026-08-14T06:50:15.878Z,4.13.0,yes,yes,19,9,ApplicationGatewayAffinityCORS | ApplicationGatewayAffinity | shell#lang | ASP.NET_SessionId | SC_ANALYTICS_GLOBAL_COOKIE | sxa_site | _gid | _gat_UA-373360-31 | _gat_UA-3572058-26 | _ga_2V4M4Z833J | _ga | _ga_DBDWJCS0JR | www#lang | dismissed-alerts | _hjSessionUser_3545609 | _hjSession_3545609 | AWSALB | AWSALBCORS | nmstat,_gid | _gat_UA-373360-31 | _gat_UA-3572058-26 | _ga_2V4M4Z833J | _ga | _ga_DBDWJCS0JR | _hjSessionUser_3545609 | _hjSession_3545609 | nmstat,,no,The University of Chicago,en,yes,yes,1,1,1,0,0,0,0,0,1,ninguno,6,24
74,mundo,ETH Zurich,ETH Zurich,Suiza,https://ethz.ch,2026-08-14T06:50:26.144Z,4.13.0,yes,yes,1,0,OptanonConsent,,OneTrust,yes,ETH Zürich - Homepage | ETH Zürich,de,yes,no,2,2,1,0,1,2,0,0,0,ninguno,1,31
75,mundo,Yale,Yale University,EE.UU.,https://www.yale.edu,2026-08-14T06:50:32.506Z,4.13.0,yes,yes,7,6,adaptive_image | nmstat | _ga | _gid | _gat_gtag_UA_991898_23 | _ga_D491W728G4 | _ga,nmstat | _ga | _gid | _gat_gtag_UA_991898_23 | _ga_D491W728G4 | _ga,,no,Yale University,en,yes,yes,2,17,3,0,14,17,0,0,0,ninguno,3,30
76,mundo,UPenn,University of Pennsylvania,EE.UU.,https://www.upenn.edu,2026-08-14T06:50:39.132Z,4.13.0,yes,yes,4,4,_gid | _gat_UA-78054-1 | _ga | _ga_LL85393RFV,_gid | _gat_UA-78054-1 | _ga | _ga_LL85393RFV,,no,University of Pennsylvania,en,yes,yes,2,4,1,0,3,4,0,0,0,ninguno,4,29
77,mundo,UCL,University College London,Reino Unido,https://www.ucl.ac.uk,2026-08-14T06:50:47.948Z,4.13.0,yes,yes,2,0,__cf_bm | __cf_bm,,,yes,Welcome to UCL | University College London,en,yes,yes,0,0,0,0,0,0,0,0,0,AAA,3,30
78,mundo,Cornell,Cornell University,EE.UU.,https://www.cornell.edu,2026-08-14T06:50:55.785Z,4.13.0,yes,yes,9,9,__utma | __utmc | __utmz | __utmt | __utmb | _ga_PMZ19X3F8W | _ga | _ga_XJK3YSJ0LV | nmstat,__utma | __utmc | __utmz | __utmt | __utmb | _ga_PMZ19X3F8W | _ga | _ga_XJK3YSJ0LV | nmstat,,no,Cornell University,en,yes,yes,2,6,1,0,5,5,0,0,1,ninguno,5,30
79,mundo,Tsinghua,Tsinghua University,China,https://www.tsinghua.edu.cn/en/,2026-08-14T06:51:05.498Z,4.13.0,yes,yes,1,0,JSESSIONID,,,no,Tsinghua University,,yes,no,10,49,39,6,4,11,32,1,5,ninguno,5,24
80,mundo,Peking,Peking University,China,https://english.pku.edu.cn,2026-08-14T06:51:16.777Z,4.13.0,yes,yes,0,0,,,,no,Peking University,,yes,no,5,19,18,1,0,2,14,1,2,ninguno,3,21
81,mundo,Johns Hopkins,Johns Hopkins University,EE.UU.,https://www.jhu.edu,2026-08-14T06:51:24.163Z,4.13.0,yes,yes,12,5,__cf_bm | cf_clearance | __cf_bm | _twpid | nmstat | personalization_id | __cf_bm | _ga_8031WYVC9V | _ga | _ga_TSX9K66082 | muc_ads | __cf_bm,nmstat | personalization_id | _ga_8031WYVC9V | _ga | _ga_TSX9K66082,,no,Johns Hopkins University,en,yes,yes,3,7,5,0,2,3,4,0,0,ninguno,4,34
82,mundo,Columbia,Columbia University,EE.UU.,https://www.columbia.edu,2026-08-14T06:51:32.828Z,4.13.0,yes,yes,15,6,isColumbiaSites | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __cf_bm | BIGipServer~CUIT~varnish-prod-ci.cc.columbia.edu-128.59.44.80.443-pool | cf_clearance | __cf_bm | vuid | _gid | _gat_gtag_UA_18290390_1 | _ga_09H1KYXPLX | _ga,YSC | VISITOR_INFO1_LIVE | _gid | _gat_gtag_UA_18290390_1 | _ga_09H1KYXPLX | _ga,,yes,Columbia University in the City of New York,en,yes,yes,4,52,2,6,44,51,0,0,1,ninguno,1,35
83,mundo,Toronto,University of Toronto,Canadá,https://www.utoronto.ca,2026-08-14T06:51:39.258Z,4.13.0,yes,yes,12,8,_gcl_au | CLID | _ga | _ga_0X74MN6XS3 | _clck | IDE | _clsk | SM | MUID | MUID | MR | SRM_B,_gcl_au | _ga | _ga_0X74MN6XS3 | _clck | IDE | _clsk | MUID | MUID,,no,University of Toronto,en,yes,yes,1,19,0,0,19,19,0,0,0,AA,3,30
84,mundo,UCLA,"University of California, Los Angeles",EE.UU.,https://www.ucla.edu,2026-08-14T06:51:48.298Z,4.13.0,yes,yes,9,4,XSRF-TOKEN | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | gateway_session | _ga_6BMZK7EYHE | _ga,YSC | VISITOR_INFO1_LIVE | _ga_6BMZK7EYHE | _ga,,no,A World Leader in Education and Research Excellence | UCLA,en,yes,yes,1,64,0,0,64,64,0,0,0,AA,3,28
85,mundo,NUS,National University of Singapore,Singapur,https://nus.edu.sg,2026-08-14T06:51:58.103Z,4.13.0,yes,yes,7,2,visid_incap_1988262 | incap_ses_993_1988262 | nlbi_1988262 | sf-prs-ss | sf-prs-lu | _ga_2T8KTSDET6 | _ga,_ga_2T8KTSDET6 | _ga,,yes,NUS - National University of Singapore,,yes,no,7,60,24,21,15,36,23,1,0,ninguno,2,26
86,mundo,U Tokyo,The University of Tokyo,Japón,https://www.u-tokyo.ac.jp/en/,2026-08-14T06:52:12.006Z,4.13.0,yes,yes,2,2,_ga_DWSZ09TFCH | _ga,_ga_DWSZ09TFCH | _ga,,no,The University of Tokyo,en,yes,yes,8,28,11,6,11,15,3,0,10,ninguno,3,35
87,mundo,TUM,Technical University of Munich,Alemania,https://www.tum.de/en/,2026-08-14T06:52:24.865Z,4.13.0,yes,yes,0,0,,,,no,Technical University of Munich: The Entrepreneurial University - TUM,en-US,yes,yes,1,23,0,0,23,23,0,0,0,AA,5,31
88,mundo,Melbourne,The University of Melbourne,Australia,https://www.unimelb.edu.au,2026-08-14T06:52:35.470Z,4.13.0,yes,yes,39,15,dxp-sessionid | __cf_bm | optimizelyEndUserId | previousPageUrl | campaign_name | global_segmentation_cookie | utag_main__ss | utag_main__st | utag_main_ses_id | homepage | traffic_source | gpv_Page | gpv_Page_url | s_nr30 | s_tslv | s_inv | s_ips | s_tp | s_ppv | utag_main_v_id | https://www.unimelb.edu.au_oeu1786690347196r0.7871311254701717$$17791710119$$session_state | TAPID | optimizelySession | demdex | _ga_L55G410M0Q | AWSALB | AWSALBCORS | __cf_bm | AWSALB | AWSALBCORS | kndctr_0BFB1E5866E1D2E70A495C3B_AdobeOrg_identity | kndctr_0BFB1E5866E1D2E70A495C3B_AdobeOrg_cluster | AMCV_0BFB1E5866E1D2E70A495C3B%40AdobeOrg | _ga_YE8SEG9T0S | __cf_bm | _ga_J6RRCK6F9V | _ga | AWSALB | AWSALBCORS,utag_main__ss | utag_main__st | utag_main_ses_id | s_nr30 | s_tslv | s_inv | s_ips | s_tp | s_ppv | utag_main_v_id | _ga_L55G410M0Q | AMCV_0BFB1E5866E1D2E70A495C3B%40AdobeOrg | _ga_YE8SEG9T0S | _ga_J6RRCK6F9V | _ga,,yes,The University of Melbourne - Australia's #1 Ranked University,en,yes,no,1,1,1,0,0,1,0,0,0,ninguno,4,33
89,mundo,Edinburgh,University of Edinburgh,Reino Unido,https://www.ed.ac.uk,2026-08-14T06:52:42.347Z,4.13.0,yes,yes,0,0,,,,no,The University of Edinburgh,en,yes,yes,2,37,1,0,36,37,0,0,0,ninguno,3,31
90,mundo,EPFL,EPFL,Suiza,https://www.epfl.ch/en/,2026-08-14T06:52:56.815Z,4.13.0,yes,yes,2,2,_ga_N6BF9H5G73 | _ga,_ga_N6BF9H5G73 | _ga,,yes,EPFL,en-GB,yes,yes,3,101,1,85,15,100,1,0,0,ninguno,4,29
91,mundo,Michigan,University of Michigan-Ann Arbor,EE.UU.,https://umich.edu,2026-08-14T06:53:03.624Z,4.13.0,yes,yes,4,2,__cf_bm | um_privacy_consent | _ga_29C4RBNCNZ | _ga,_ga_29C4RBNCNZ | _ga,,no,University of Michigan,en,yes,yes,2,13,0,5,8,8,5,0,0,A,3,29
92,mundo,Northwestern,Northwestern University,EE.UU.,https://www.northwestern.edu,2026-08-14T06:53:15.585Z,4.13.0,yes,yes,9,0,f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | f5avraaaaaaaaaaaaaaaa_session_ | BIGipServer~trust-662~pool_evnuinfo_80 | f5avraaaaaaaaaaaaaaaa_session_ | BIGipServer~trust-662~pool_evnuinfo_80 | cookieyes-consent,,CookieYes,yes,Northwestern University,en,yes,yes,0,0,0,0,0,0,0,0,0,AAA,3,31
93,mundo,Fudan,Fudan University,China,https://www.fudan.edu.cn/en/,2026-08-14T06:53:30.059Z,4.13.0,yes,yes,5,3,HMACCOUNT_BFESS | Hm_lvt_829a28d038f7cea73ca2728904e244bc | Hm_lpvt_829a28d038f7cea73ca2728904e244bc | HMACCOUNT | JSESSIONID,Hm_lvt_829a28d038f7cea73ca2728904e244bc | Hm_lpvt_829a28d038f7cea73ca2728904e244bc | HMACCOUNT,,no,Fudan University,,yes,no,6,44,18,3,23,40,3,1,0,ninguno,3,14
94,mundo,PSL,PSL University,Francia,https://www.psl.eu/en,2026-08-14T06:53:43.753Z,4.13.0,yes,yes,1,0,cookiesession1,,,yes,PSL University | PSL,en,yes,no,5,25,8,12,5,16,8,0,1,ninguno,4,29
95,mundo,HKU,University of Hong Kong,Hong Kong,https://www.hku.hk,2026-08-14T06:53:57.099Z,4.13.0,yes,yes,10,9,highcontra | __utma | __utmc | __utmz | __utmt | __utmb | _ga_ZHLLDTLTMG | _ga | _hjSessionUser_1966860 | _hjSession_1966860,__utma | __utmc | __utmz | __utmt | __utmb | _ga_ZHLLDTLTMG | _ga | _hjSessionUser_1966860 | _hjSession_1966860,,no,The University of Hong Kong (HKU),en,yes,no,8,27,13,14,0,15,1,0,11,ninguno,4,33
96,mundo,Zhejiang,Zhejiang University,China,https://www.zju.edu.cn/english/,2026-08-14T06:54:17.164Z,4.13.0,yes,yes,1,0,SESSION,,,no,Zhejiang University (ZJU),en,yes,no,3,14,13,1,0,2,12,0,0,ninguno,3,27
97,mundo,NYU,New York University,EE.UU.,https://www.nyu.edu,2026-08-14T06:54:25.039Z,4.13.0,yes,yes,11,9,osano_consentmanager_uuid | osano_consentmanager | _gcl_au | IDE | _ga_S194DLZYBD | _ga | _ga_9CWXCZX89G | _ga_H4KKXQKFSM | _ga_VR2BFTJ92R | _ga_S4TP6272FF | _ga_YKLBDQJ61W,_gcl_au | IDE | _ga_S194DLZYBD | _ga | _ga_9CWXCZX89G | _ga_H4KKXQKFSM | _ga_VR2BFTJ92R | _ga_S4TP6272FF | _ga_YKLBDQJ61W,Osano,yes,New York University,en,yes,yes,1,2,0,0,2,2,0,0,0,AA,3,30
98,mundo,SJTU,Shanghai Jiao Tong University,China,https://www.sjtu.edu.cn,2026-08-14T06:54:44.669Z,4.13.0,yes,yes,3,3,_pk_testcookie.299.e5ac | _pk_id.299.e5ac | _pk_ses.299.e5ac,_pk_testcookie.299.e5ac | _pk_id.299.e5ac | _pk_ses.299.e5ac,,no,上海交通大学中文主页门户网站,zh-Hans,yes,no,5,48,5,5,38,47,0,0,1,ninguno,2,25
99,mundo,KCL,King's College London,Reino Unido,https://www.kcl.ac.uk,2026-08-14T06:54:53.868Z,4.13.0,yes,yes,2,0,OptanonConsent | gtm_isp_lookup,,OneTrust,yes,King's College London,en-GB,yes,yes,2,41,1,0,40,40,0,0,1,ninguno,3,33
100,mundo,UCSD,"University of California, San Diego",EE.UU.,https://www.ucsd.edu,2026-08-14T06:55:04.666Z,4.13.0,yes,yes,26,11,__cf_bm | _ttp | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | _ga_ZBPHLZYTS4 | _ga | li_sugr | bcookie | lidc | __cf_bm | AWSALB | AWSALBCORS | UserMatchHistory | AnalyticsSyncHistory | _gcl_au | _tt_enable_cookie | _ttp | bscookie | test_cookie | _hjSessionUser_3662797 | _hjSession_3662797 | ttcsid | ttcsid_D3NTPGRC77UELR3N1AFG,_ttp | YSC | VISITOR_INFO1_LIVE | _ga_ZBPHLZYTS4 | _ga | _gcl_au | _tt_enable_cookie | _ttp | test_cookie | _hjSessionUser_3662797 | _hjSession_3662797,,no,University of California San Diego,en,yes,yes,3,44,2,7,35,35,7,0,2,ninguno,4,29
101,mundo,LMU,LMU Munich,Alemania,https://www.lmu.de,2026-08-14T06:55:15.131Z,4.13.0,yes,yes,0,0,,,,no,Startseite - LMU München,de,yes,no,1,9,0,0,9,9,0,0,0,AA,4,31
102,mundo,Duke,Duke University,EE.UU.,https://www.duke.edu,2026-08-14T06:55:24.529Z,4.13.0,yes,yes,17,11,sp_t | sp_landing | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-YNID | __Secure-ROLLOUT_TOKEN | CLID | __utma | __utmc | __utmz | __utmt_UA-3896341-5 | __utmb | _ga | _ga_EFHNRXCSHV | _clck | _clsk,YSC | VISITOR_INFO1_LIVE | __utma | __utmc | __utmz | __utmt_UA-3896341-5 | __utmb | _ga | _ga_EFHNRXCSHV | _clck | _clsk,,yes,"Duke University - Fueled by creativity, informed by scholarship",en-US,yes,yes,1,7,0,0,7,7,0,0,0,AA,3,30
103,mundo,Manchester,University of Manchester,Reino Unido,https://www.manchester.ac.uk,2026-08-14T06:55:35.869Z,4.13.0,yes,yes,20,5,OptanonConsent | _gcl_au | _ttp | sa-user-id | sa-user-id | sa-user-id-v2 | sa-user-id-v2 | test_cookie | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | _twpid,_gcl_au | _ttp | test_cookie | YSC | VISITOR_INFO1_LIVE,OneTrust,no,The University of Manchester,en,yes,yes,0,0,0,0,0,0,0,0,0,AAA,1,35
104,mundo,UBC,University of British Columbia,Canadá,https://www.ubc.ca,2026-08-14T06:55:42.782Z,4.13.0,yes,yes,12,4,X-AB | _gcl_au | _scid | _scid_r | _ga_Q74JQJCYJK | _ga | IDE | TapAd_TS | TapAd_DID | TapAd_3WAY_SYNCS | sc_at | _sctr,_gcl_au | _ga_Q74JQJCYJK | _ga | IDE,,no,The University of British Columbia,en-ca,yes,yes,2,18,0,5,13,13,5,0,0,A,4,26
105,mundo,Sydney,The University of Sydney,Australia,https://www.sydney.edu.au,2026-08-14T06:55:52.867Z,4.13.0,yes,yes,67,22,X-AB | demdex | AMCVS_35B46472540D9EE20A4C98A6%40AdobeOrg | gpv_Page | everest_g_v2 | s_ecid | dpm | _gcl_au | _ga_KXYY9PEVLH | _ga | AMCV_35B46472540D9EE20A4C98A6%40AdobeOrg | audit_p | khaos | khaos_p | audit | receive-cookie-deprecation | CMID | CMPS | CMPRO | at_check | XANDR_PANID | uuid2 | anj | _ttp | _rdt_uuid | dextp | IDE | i | KRTBCOOKIE_218 | PugT | mbox | _scid | _scid_r | _tt_enable_cookie | _ttp | s_ips | s_ppv | ttcsid | ttcsid_CQHKB7RC77U6M4ETUDB0 | _fbp | _hjSessionUser_550296 | _hjSession_550296 | li_sugr | s_cc | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bcookie | bscookie | TapAd_TS | TapAd_DID | TapAd_3WAY_SYNCS | HMACCOUNT_BFESS | Hm_lvt_1426d6da699eb30a7515d65930a0dbff | Hm_lpvt_1426d6da699eb30a7515d65930a0dbff | HMACCOUNT | sc_at | _sctr | s_tp | AWSALB | AWSALBCORS | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA,s_ecid | _gcl_au | _ga_KXYY9PEVLH | _ga | AMCV_35B46472540D9EE20A4C98A6%40AdobeOrg | _ttp | IDE | mbox | _tt_enable_cookie | _ttp | s_ips | s_ppv | _fbp | _hjSessionUser_550296 | _hjSession_550296 | s_cc | Hm_lvt_1426d6da699eb30a7515d65930a0dbff | Hm_lpvt_1426d6da699eb30a7515d65930a0dbff | HMACCOUNT | s_tp | YSC | VISITOR_INFO1_LIVE,,no,One of Australia’s top universities - The University of Sydney,en-US,yes,yes,3,15,1,1,13,14,1,0,0,ninguno,2,32
106,mundo,Paris-Saclay,Université Paris-Saclay,Francia,https://www.universite-paris-saclay.fr/en,2026-08-14T06:56:03.587Z,4.13.0,yes,yes,2,0,contrast | saclay-tac,,Tarteaucitron,yes,Université Paris-Saclay,en,yes,no,2,8,1,0,7,7,0,0,1,ninguno,3,27
107,mundo,Kyoto,Kyoto University,Japón,https://www.kyoto-u.ac.jp/en,2026-08-14T06:56:12.853Z,4.13.0,yes,yes,2,2,_ga_P51JW1MC7Y | _ga,_ga_P51JW1MC7Y | _ga,,no,KYOTO UNIVERSITY,en,yes,yes,2,5,0,5,0,1,4,0,0,A,3,31
108,mundo,Illinois,University of Illinois Urbana-Champaign,EE.UU.,https://illinois.edu,2026-08-14T06:56:22.633Z,4.13.0,yes,yes,4,2,searchstax_session_id | _ga_TWFEJJKL35 | _ga | ms_visitorid,_ga_TWFEJJKL35 | _ga,OneTrust,no,Illinois,en-US,yes,no,1,9,0,0,9,9,0,0,0,AA,4,30
