id,grupo,sigla,regla,impacto,criterio,principio,nivel,nodos,ayuda
81,ecuador,UTELVT,color-contrast,serious,1.4.3,Perceptible,AA,9,Elements must meet minimum color contrast ratio thresholds
81,ecuador,UTELVT,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
81,ecuador,UTELVT,link-in-text-block,serious,1.4.1,Perceptible,A,1,Links must be distinguishable without relying on color
82,ecuador,UEB,link-name,serious,2.4.4,Operable,A,26,Links must have discernible text
82,ecuador,UEB,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,14,Elements must meet enhanced color contrast ratio thresholds
82,ecuador,UEB,color-contrast,serious,1.4.3,Perceptible,AA,13,Elements must meet minimum color contrast ratio thresholds
82,ecuador,UEB,aria-prohibited-attr,serious,4.1.2,Robusto,A,1,Elements must only use permitted ARIA attributes
82,ecuador,UEB,button-name,critical,4.1.2,Robusto,A,1,Buttons must have discernible text
83,ecuador,UNESUM,link-name,serious,2.4.4,Operable,A,7,Links must have discernible text
83,ecuador,UNESUM,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
84,ecuador,UNEMI,link-name,serious,2.4.4,Operable,A,23,Links must have discernible text
84,ecuador,UNEMI,color-contrast,serious,1.4.3,Perceptible,AA,6,Elements must meet minimum color contrast ratio thresholds
84,ecuador,UNEMI,nested-interactive,serious,4.1.2,Robusto,A,3,Interactive controls must not be nested
84,ecuador,UNEMI,aria-input-field-name,serious,4.1.2,Robusto,A,1,ARIA input fields must have an accessible name
84,ecuador,UNEMI,frame-title,serious,4.1.2,Robusto,A,1,Frames must have an accessible name
85,ecuador,UEA,color-contrast,serious,1.4.3,Perceptible,AA,17,Elements must meet minimum color contrast ratio thresholds
86,ecuador,UPSE,color-contrast,serious,1.4.3,Perceptible,AA,4,Elements must meet minimum color contrast ratio thresholds
86,ecuador,UPSE,target-size,serious,2.5.8,Operable,AA,2,"All touch targets must be 24px large, or leave sufficient space"
86,ecuador,UPSE,aria-hidden-focus,serious,4.1.2,Robusto,A,1,ARIA hidden element must not be focusable or contain focusable elements
87,ecuador,ULEAM,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,9,Elements must meet enhanced color contrast ratio thresholds
87,ecuador,ULEAM,link-name,serious,2.4.4,Operable,A,8,Links must have discernible text
87,ecuador,ULEAM,color-contrast,serious,1.4.3,Perceptible,AA,7,Elements must meet minimum color contrast ratio thresholds
87,ecuador,ULEAM,nested-interactive,serious,4.1.2,Robusto,A,5,Interactive controls must not be nested
87,ecuador,ULEAM,button-name,critical,4.1.2,Robusto,A,3,Buttons must have discernible text
87,ecuador,ULEAM,aria-required-children,critical,1.3.1,Perceptible,A,2,Certain ARIA roles must contain particular children
87,ecuador,ULEAM,aria-input-field-name,serious,4.1.2,Robusto,A,1,ARIA input fields must have an accessible name
87,ecuador,ULEAM,frame-title,serious,4.1.2,Robusto,A,1,Frames must have an accessible name
88,ecuador,UNACH,target-size,serious,2.5.8,Operable,AA,12,"All touch targets must be 24px large, or leave sufficient space"
88,ecuador,UNACH,link-name,serious,2.4.4,Operable,A,9,Links must have discernible text
88,ecuador,UNACH,color-contrast,serious,1.4.3,Perceptible,AA,5,Elements must meet minimum color contrast ratio thresholds
88,ecuador,UNACH,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,2,Elements must meet enhanced color contrast ratio thresholds
88,ecuador,UNACH,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
88,ecuador,UNACH,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
89,ecuador,UNAE,color-contrast,serious,1.4.3,Perceptible,AA,10,Elements must meet minimum color contrast ratio thresholds
89,ecuador,UNAE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
89,ecuador,UNAE,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
90,ecuador,UPEC,color-contrast,serious,1.4.3,Perceptible,AA,20,Elements must meet minimum color contrast ratio thresholds
90,ecuador,UPEC,link-name,serious,2.4.4,Operable,A,7,Links must have discernible text
90,ecuador,UPEC,aria-hidden-focus,serious,4.1.2,Robusto,A,3,ARIA hidden element must not be focusable or contain focusable elements
91,ecuador,Yachay Tech,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,14,Elements must meet enhanced color contrast ratio thresholds
91,ecuador,Yachay Tech,link-name,serious,2.4.4,Operable,A,11,Links must have discernible text
91,ecuador,Yachay Tech,button-name,critical,4.1.2,Robusto,A,4,Buttons must have discernible text
91,ecuador,Yachay Tech,aria-prohibited-attr,serious,4.1.2,Robusto,A,1,Elements must only use permitted ARIA attributes
91,ecuador,Yachay Tech,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
92,ecuador,Ikiam,color-contrast,serious,1.4.3,Perceptible,AA,24,Elements must meet minimum color contrast ratio thresholds
92,ecuador,Ikiam,link-name,serious,2.4.4,Operable,A,14,Links must have discernible text
92,ecuador,Ikiam,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
93,ecuador,UArtes,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,14,Elements must meet enhanced color contrast ratio thresholds
93,ecuador,UArtes,color-contrast,serious,1.4.3,Perceptible,AA,12,Elements must meet minimum color contrast ratio thresholds
93,ecuador,UArtes,link-name,serious,2.4.4,Operable,A,11,Links must have discernible text
93,ecuador,UArtes,target-size,serious,2.5.8,Operable,AA,7,"All touch targets must be 24px large, or leave sufficient space"
93,ecuador,UArtes,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
94,ecuador,Amawtay Wasi,color-contrast,serious,1.4.3,Perceptible,AA,24,Elements must meet minimum color contrast ratio thresholds
94,ecuador,Amawtay Wasi,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
94,ecuador,Amawtay Wasi,image-alt,critical,1.1.1,Perceptible,A,2,Images must have alternative text
94,ecuador,Amawtay Wasi,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
95,ecuador,USECIPOL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,4,Elements must meet enhanced color contrast ratio thresholds
96,ecuador,IAEN,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,2,Elements must meet enhanced color contrast ratio thresholds
96,ecuador,IAEN,frame-title,serious,4.1.2,Robusto,A,2,Frames must have an accessible name
96,ecuador,IAEN,color-contrast,serious,1.4.3,Perceptible,AA,1,Elements must meet minimum color contrast ratio thresholds
97,ecuador,UASB,link-name,serious,2.4.4,Operable,A,13,Links must have discernible text
97,ecuador,UASB,image-alt,critical,1.1.1,Perceptible,A,12,Images must have alternative text
97,ecuador,UASB,color-contrast,serious,1.4.3,Perceptible,AA,8,Elements must meet minimum color contrast ratio thresholds
97,ecuador,UASB,select-name,critical,4.1.2,Robusto,A,4,Select element must have an accessible name
97,ecuador,UASB,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
97,ecuador,UASB,scrollable-region-focusable,serious,2.1.1,Operable,A,1,Scrollable region must have keyboard access
98,ecuador,FLACSO,link-name,serious,2.4.4,Operable,A,20,Links must have discernible text
98,ecuador,FLACSO,color-contrast,serious,1.4.3,Perceptible,AA,17,Elements must meet minimum color contrast ratio thresholds
98,ecuador,FLACSO,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
99,ecuador,PUCE,link-name,serious,2.4.4,Operable,A,12,Links must have discernible text
99,ecuador,PUCE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,7,Elements must meet enhanced color contrast ratio thresholds
99,ecuador,PUCE,color-contrast,serious,1.4.3,Perceptible,AA,7,Elements must meet minimum color contrast ratio thresholds
99,ecuador,PUCE,target-size,serious,2.5.8,Operable,AA,4,"All touch targets must be 24px large, or leave sufficient space"
99,ecuador,PUCE,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
100,ecuador,UCSG,link-name,serious,2.4.4,Operable,A,6,Links must have discernible text
100,ecuador,UCSG,target-size,serious,2.5.8,Operable,AA,2,"All touch targets must be 24px large, or leave sufficient space"
100,ecuador,UCSG,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
100,ecuador,UCSG,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
101,ecuador,UCACUE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,17,Elements must meet enhanced color contrast ratio thresholds
101,ecuador,UCACUE,nested-interactive,serious,4.1.2,Robusto,A,9,Interactive controls must not be nested
101,ecuador,UCACUE,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
101,ecuador,UCACUE,target-size,serious,2.5.8,Operable,AA,5,"All touch targets must be 24px large, or leave sufficient space"
101,ecuador,UCACUE,aria-tab-name,serious,4.1.2,Robusto,A,1,ARIA tab nodes must have an accessible name
101,ecuador,UCACUE,aria-valid-attr-value,critical,4.1.2,Robusto,A,1,ARIA attributes must conform to valid values
102,ecuador,ULVR,link-name,serious,2.4.4,Operable,A,11,Links must have discernible text
102,ecuador,ULVR,color-contrast,serious,1.4.3,Perceptible,AA,2,Elements must meet minimum color contrast ratio thresholds
103,ecuador,UTPL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,25,Elements must meet enhanced color contrast ratio thresholds
103,ecuador,UTPL,image-alt,critical,1.1.1,Perceptible,A,5,Images must have alternative text
103,ecuador,UTPL,link-name,serious,2.4.4,Operable,A,2,Links must have discernible text
103,ecuador,UTPL,button-name,critical,4.1.2,Robusto,A,1,Buttons must have discernible text
103,ecuador,UTPL,label,critical,4.1.2,Robusto,A,1,Form elements must have labels
103,ecuador,UTPL,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
104,ecuador,UTE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,15,Elements must meet enhanced color contrast ratio thresholds
104,ecuador,UTE,link-name,serious,2.4.4,Operable,A,9,Links must have discernible text
104,ecuador,UTE,color-contrast,serious,1.4.3,Perceptible,AA,5,Elements must meet minimum color contrast ratio thresholds
105,ecuador,UDA,color-contrast,serious,1.4.3,Perceptible,AA,12,Elements must meet minimum color contrast ratio thresholds
105,ecuador,UDA,link-name,serious,2.4.4,Operable,A,12,Links must have discernible text
105,ecuador,UDA,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,6,Elements must meet enhanced color contrast ratio thresholds
105,ecuador,UDA,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
106,ecuador,UPS,aria-input-field-name,serious,4.1.2,Robusto,A,3,ARIA input fields must have an accessible name
106,ecuador,UPS,aria-required-children,critical,1.3.1,Perceptible,A,3,Certain ARIA roles must contain particular children
106,ecuador,UPS,link-name,serious,2.4.4,Operable,A,2,Links must have discernible text
106,ecuador,UPS,list,serious,1.3.1,Perceptible,A,2,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
107,ecuador,UISEK,link-name,serious,2.4.4,Operable,A,11,Links must have discernible text
107,ecuador,UISEK,color-contrast,serious,1.4.3,Perceptible,AA,10,Elements must meet minimum color contrast ratio thresholds
107,ecuador,UISEK,select-name,critical,4.1.2,Robusto,A,5,Select element must have an accessible name
107,ecuador,UISEK,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
107,ecuador,UISEK,label,critical,4.1.2,Robusto,A,1,Form elements must have labels
108,ecuador,UEES,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,16,Elements must meet enhanced color contrast ratio thresholds
108,ecuador,UEES,color-contrast,serious,1.4.3,Perceptible,AA,8,Elements must meet minimum color contrast ratio thresholds
108,ecuador,UEES,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
108,ecuador,UEES,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
109,ecuador,USFQ,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,34,Elements must meet enhanced color contrast ratio thresholds
109,ecuador,USFQ,color-contrast,serious,1.4.3,Perceptible,AA,15,Elements must meet minimum color contrast ratio thresholds
109,ecuador,USFQ,image-alt,critical,1.1.1,Perceptible,A,2,Images must have alternative text
109,ecuador,USFQ,aria-allowed-attr,critical,4.1.2,Robusto,A,1,Elements must only use supported ARIA attributes
109,ecuador,USFQ,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
109,ecuador,USFQ,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
110,ecuador,UDLA,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,32,Elements must meet enhanced color contrast ratio thresholds
110,ecuador,UDLA,color-contrast,serious,1.4.3,Perceptible,AA,7,Elements must meet minimum color contrast ratio thresholds
110,ecuador,UDLA,button-name,critical,4.1.2,Robusto,A,6,Buttons must have discernible text
110,ecuador,UDLA,link-name,serious,2.4.4,Operable,A,6,Links must have discernible text
110,ecuador,UDLA,label,critical,4.1.2,Robusto,A,1,Form elements must have labels
110,ecuador,UDLA,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
111,ecuador,UIDE,link-name,serious,2.4.4,Operable,A,11,Links must have discernible text
111,ecuador,UIDE,target-size,serious,2.5.8,Operable,AA,10,"All touch targets must be 24px large, or leave sufficient space"
111,ecuador,UIDE,aria-allowed-attr,critical,4.1.2,Robusto,A,7,Elements must only use supported ARIA attributes
111,ecuador,UIDE,button-name,critical,4.1.2,Robusto,A,5,Buttons must have discernible text
111,ecuador,UIDE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
111,ecuador,UIDE,select-name,critical,4.1.2,Robusto,A,3,Select element must have an accessible name
111,ecuador,UIDE,color-contrast,serious,1.4.3,Perceptible,AA,2,Elements must meet minimum color contrast ratio thresholds
111,ecuador,UIDE,link-in-text-block,serious,1.4.1,Perceptible,A,2,Links must be distinguishable without relying on color
111,ecuador,UIDE,aria-hidden-focus,serious,4.1.2,Robusto,A,1,ARIA hidden element must not be focusable or contain focusable elements
111,ecuador,UIDE,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
112,ecuador,UNIANDES,color-contrast,serious,1.4.3,Perceptible,AA,11,Elements must meet minimum color contrast ratio thresholds
112,ecuador,UNIANDES,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
112,ecuador,UNIANDES,target-size,serious,2.5.8,Operable,AA,4,"All touch targets must be 24px large, or leave sufficient space"
112,ecuador,UNIANDES,aria-allowed-attr,critical,4.1.2,Robusto,A,2,Elements must only use supported ARIA attributes
113,ecuador,UPACIFICO,color-contrast,serious,1.4.3,Perceptible,AA,21,Elements must meet minimum color contrast ratio thresholds
113,ecuador,UPACIFICO,link-name,serious,2.4.4,Operable,A,4,Links must have discernible text
114,ecuador,UTI,link-name,serious,2.4.4,Operable,A,8,Links must have discernible text
114,ecuador,UTI,color-contrast,serious,1.4.3,Perceptible,AA,6,Elements must meet minimum color contrast ratio thresholds
114,ecuador,UTI,target-size,serious,2.5.8,Operable,AA,4,"All touch targets must be 24px large, or leave sufficient space"
114,ecuador,UTI,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
114,ecuador,UTI,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
115,ecuador,Casa Grande,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,10,Elements must meet enhanced color contrast ratio thresholds
116,ecuador,UTEG,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,9,Elements must meet enhanced color contrast ratio thresholds
116,ecuador,UTEG,color-contrast,serious,1.4.3,Perceptible,AA,8,Elements must meet minimum color contrast ratio thresholds
116,ecuador,UTEG,link-name,serious,2.4.4,Operable,A,8,Links must have discernible text
116,ecuador,UTEG,image-alt,critical,1.1.1,Perceptible,A,6,Images must have alternative text
116,ecuador,UTEG,aria-allowed-attr,critical,4.1.2,Robusto,A,1,Elements must only use supported ARIA attributes
116,ecuador,UTEG,link-in-text-block,serious,1.4.1,Perceptible,A,1,Links must be distinguishable without relying on color
116,ecuador,UTEG,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
117,ecuador,UISRAEL,color-contrast,serious,1.4.3,Perceptible,AA,44,Elements must meet minimum color contrast ratio thresholds
117,ecuador,UISRAEL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,15,Elements must meet enhanced color contrast ratio thresholds
117,ecuador,UISRAEL,role-img-alt,serious,1.1.1,Perceptible,A,9,"[role=""img""] and [role=""image""] elements must have alternative text"
117,ecuador,UISRAEL,link-name,serious,2.4.4,Operable,A,6,Links must have discernible text
117,ecuador,UISRAEL,target-size,serious,2.5.8,Operable,AA,3,"All touch targets must be 24px large, or leave sufficient space"
117,ecuador,UISRAEL,aria-allowed-attr,critical,4.1.2,Robusto,A,1,Elements must only use supported ARIA attributes
118,ecuador,UDET,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,13,Elements must meet enhanced color contrast ratio thresholds
118,ecuador,UDET,link-name,serious,2.4.4,Operable,A,11,Links must have discernible text
118,ecuador,UDET,color-contrast,serious,1.4.3,Perceptible,AA,7,Elements must meet minimum color contrast ratio thresholds
118,ecuador,UDET,select-name,critical,4.1.2,Robusto,A,3,Select element must have an accessible name
118,ecuador,UDET,label,critical,4.1.2,Robusto,A,1,Form elements must have labels
118,ecuador,UDET,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
119,ecuador,UMET,color-contrast,serious,1.4.3,Perceptible,AA,11,Elements must meet minimum color contrast ratio thresholds
119,ecuador,UMET,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,6,Elements must meet enhanced color contrast ratio thresholds
119,ecuador,UMET,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
120,ecuador,U. Otavalo,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,6,Elements must meet enhanced color contrast ratio thresholds
120,ecuador,U. Otavalo,aria-hidden-focus,serious,4.1.2,Robusto,A,2,ARIA hidden element must not be focusable or contain focusable elements
121,ecuador,USGP,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,11,Elements must meet enhanced color contrast ratio thresholds
121,ecuador,USGP,color-contrast,serious,1.4.3,Perceptible,AA,9,Elements must meet minimum color contrast ratio thresholds
121,ecuador,USGP,link-name,serious,2.4.4,Operable,A,6,Links must have discernible text
121,ecuador,USGP,frame-title,serious,4.1.2,Robusto,A,2,Frames must have an accessible name
121,ecuador,USGP,target-size,serious,2.5.8,Operable,AA,2,"All touch targets must be 24px large, or leave sufficient space"
121,ecuador,USGP,button-name,critical,4.1.2,Robusto,A,1,Buttons must have discernible text
121,ecuador,USGP,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
121,ecuador,USGP,label,critical,4.1.2,Robusto,A,1,Form elements must have labels
121,ecuador,USGP,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
122,ecuador,U. Hemisferios,link-name,serious,2.4.4,Operable,A,53,Links must have discernible text
122,ecuador,U. Hemisferios,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,11,Elements must meet enhanced color contrast ratio thresholds
122,ecuador,U. Hemisferios,color-contrast,serious,1.4.3,Perceptible,AA,11,Elements must meet minimum color contrast ratio thresholds
122,ecuador,U. Hemisferios,button-name,critical,4.1.2,Robusto,A,1,Buttons must have discernible text
122,ecuador,U. Hemisferios,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
123,ecuador,UNIB.E,color-contrast,serious,1.4.3,Perceptible,AA,7,Elements must meet minimum color contrast ratio thresholds
123,ecuador,UNIB.E,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
123,ecuador,UNIB.E,select-name,critical,4.1.2,Robusto,A,3,Select element must have an accessible name
123,ecuador,UNIB.E,frame-title,serious,4.1.2,Robusto,A,1,Frames must have an accessible name
124,ecuador,ECOTEC,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,27,Elements must meet enhanced color contrast ratio thresholds
124,ecuador,ECOTEC,color-contrast,serious,1.4.3,Perceptible,AA,6,Elements must meet minimum color contrast ratio thresholds
125,ecuador,UDR,link-name,serious,2.4.4,Operable,A,15,Links must have discernible text
125,ecuador,UDR,target-size,serious,2.5.8,Operable,AA,9,"All touch targets must be 24px large, or leave sufficient space"
126,ecuador,UBE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,15,Elements must meet enhanced color contrast ratio thresholds
126,ecuador,UBE,color-contrast,serious,1.4.3,Perceptible,AA,10,Elements must meet minimum color contrast ratio thresholds
126,ecuador,UBE,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
126,ecuador,UBE,image-alt,critical,1.1.1,Perceptible,A,4,Images must have alternative text
126,ecuador,UBE,aria-prohibited-attr,serious,4.1.2,Robusto,A,1,Elements must only use permitted ARIA attributes
