id,grupo,sigla,regla,impacto,criterio,principio,nivel,nodos,ayuda
59,ecuador,U. Hemisferios,color-contrast,serious,1.4.3,Perceptible,AA,11,Elements must meet minimum color contrast ratio thresholds
59,ecuador,U. Hemisferios,button-name,critical,4.1.2,Robusto,A,1,Buttons must have discernible text
59,ecuador,U. Hemisferios,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
60,ecuador,UNIB.E,color-contrast,serious,1.4.3,Perceptible,AA,7,Elements must meet minimum color contrast ratio thresholds
60,ecuador,UNIB.E,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
60,ecuador,UNIB.E,select-name,critical,4.1.2,Robusto,A,3,Select element must have an accessible name
60,ecuador,UNIB.E,frame-title,serious,4.1.2,Robusto,A,1,Frames must have an accessible name
61,ecuador,ECOTEC,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,27,Elements must meet enhanced color contrast ratio thresholds
61,ecuador,ECOTEC,color-contrast,serious,1.4.3,Perceptible,AA,6,Elements must meet minimum color contrast ratio thresholds
62,ecuador,UDR,link-name,serious,2.4.4,Operable,A,15,Links must have discernible text
62,ecuador,UDR,target-size,serious,2.5.8,Operable,AA,9,"All touch targets must be 24px large, or leave sufficient space"
63,ecuador,UBE,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,15,Elements must meet enhanced color contrast ratio thresholds
63,ecuador,UBE,color-contrast,serious,1.4.3,Perceptible,AA,10,Elements must meet minimum color contrast ratio thresholds
63,ecuador,UBE,link-name,serious,2.4.4,Operable,A,5,Links must have discernible text
63,ecuador,UBE,image-alt,critical,1.1.1,Perceptible,A,4,Images must have alternative text
63,ecuador,UBE,aria-prohibited-attr,serious,4.1.2,Robusto,A,1,Elements must only use permitted ARIA attributes
64,mundo,MIT,target-size,serious,2.5.8,Operable,AA,6,"All touch targets must be 24px large, or leave sufficient space"
64,mundo,MIT,aria-allowed-attr,critical,4.1.2,Robusto,A,1,Elements must only use supported ARIA attributes
64,mundo,MIT,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
65,mundo,Stanford,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,11,Elements must meet enhanced color contrast ratio thresholds
66,mundo,Harvard,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,10,Elements must meet enhanced color contrast ratio thresholds
66,mundo,Harvard,color-contrast,serious,1.4.3,Perceptible,AA,3,Elements must meet minimum color contrast ratio thresholds
68,mundo,Cambridge,image-alt,critical,1.1.1,Perceptible,A,5,Images must have alternative text
68,mundo,Cambridge,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
69,mundo,Caltech,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,25,Elements must meet enhanced color contrast ratio thresholds
69,mundo,Caltech,aria-input-field-name,serious,4.1.2,Robusto,A,2,ARIA input fields must have an accessible name
69,mundo,Caltech,aria-required-children,critical,1.3.1,Perceptible,A,2,Certain ARIA roles must contain particular children
69,mundo,Caltech,link-in-text-block,serious,1.4.1,Perceptible,A,1,Links must be distinguishable without relying on color
72,mundo,Imperial,target-size,serious,2.5.8,Operable,AA,15,"All touch targets must be 24px large, or leave sufficient space"
72,mundo,Imperial,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,4,Elements must meet enhanced color contrast ratio thresholds
73,mundo,U Chicago,aria-allowed-attr,critical,4.1.2,Robusto,A,1,Elements must only use supported ARIA attributes
74,mundo,ETH Zurich,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
74,mundo,ETH Zurich,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
75,mundo,Yale,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,14,Elements must meet enhanced color contrast ratio thresholds
75,mundo,Yale,aria-required-children,critical,1.3.1,Perceptible,A,3,Certain ARIA roles must contain particular children
76,mundo,UPenn,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
76,mundo,UPenn,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
78,mundo,Cornell,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,5,Elements must meet enhanced color contrast ratio thresholds
78,mundo,Cornell,aria-prohibited-attr,serious,4.1.2,Robusto,A,1,Elements must only use permitted ARIA attributes
79,mundo,Tsinghua,link-name,serious,2.4.4,Operable,A,27,Links must have discernible text
79,mundo,Tsinghua,image-alt,critical,1.1.1,Perceptible,A,5,Images must have alternative text
79,mundo,Tsinghua,target-size,serious,2.5.8,Operable,AA,5,"All touch targets must be 24px large, or leave sufficient space"
79,mundo,Tsinghua,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,4,Elements must meet enhanced color contrast ratio thresholds
79,mundo,Tsinghua,nested-interactive,serious,4.1.2,Robusto,A,3,Interactive controls must not be nested
79,mundo,Tsinghua,aria-input-field-name,serious,4.1.2,Robusto,A,1,ARIA input fields must have an accessible name
79,mundo,Tsinghua,html-has-lang,serious,3.1.1,Comprensible,A,1,<html> element must have a lang attribute
79,mundo,Tsinghua,input-button-name,critical,4.1.2,Robusto,A,1,Input buttons must have discernible text
79,mundo,Tsinghua,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
79,mundo,Tsinghua,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
80,mundo,Peking,link-name,serious,2.4.4,Operable,A,14,Links must have discernible text
80,mundo,Peking,aria-prohibited-attr,serious,4.1.2,Robusto,A,2,Elements must only use permitted ARIA attributes
80,mundo,Peking,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
80,mundo,Peking,html-has-lang,serious,3.1.1,Comprensible,A,1,<html> element must have a lang attribute
80,mundo,Peking,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
81,mundo,Johns Hopkins,link-name,serious,2.4.4,Operable,A,4,Links must have discernible text
81,mundo,Johns Hopkins,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,2,Elements must meet enhanced color contrast ratio thresholds
81,mundo,Johns Hopkins,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
82,mundo,Columbia,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,44,Elements must meet enhanced color contrast ratio thresholds
82,mundo,Columbia,color-contrast,serious,1.4.3,Perceptible,AA,6,Elements must meet minimum color contrast ratio thresholds
82,mundo,Columbia,nested-interactive,serious,4.1.2,Robusto,A,1,Interactive controls must not be nested
82,mundo,Columbia,role-img-alt,serious,1.1.1,Perceptible,A,1,"[role=""img""] and [role=""image""] elements must have alternative text"
83,mundo,Toronto,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,19,Elements must meet enhanced color contrast ratio thresholds
84,mundo,UCLA,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,64,Elements must meet enhanced color contrast ratio thresholds
85,mundo,NUS,link-name,serious,2.4.4,Operable,A,22,Links must have discernible text
85,mundo,NUS,color-contrast,serious,1.4.3,Perceptible,AA,19,Elements must meet minimum color contrast ratio thresholds
85,mundo,NUS,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,15,Elements must meet enhanced color contrast ratio thresholds
85,mundo,NUS,html-has-lang,serious,3.1.1,Comprensible,A,1,<html> element must have a lang attribute
85,mundo,NUS,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
85,mundo,NUS,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
85,mundo,NUS,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
86,mundo,U Tokyo,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,11,Elements must meet enhanced color contrast ratio thresholds
86,mundo,U Tokyo,aria-hidden-focus,serious,4.1.2,Robusto,A,7,ARIA hidden element must not be focusable or contain focusable elements
86,mundo,U Tokyo,color-contrast,serious,1.4.3,Perceptible,AA,3,Elements must meet minimum color contrast ratio thresholds
86,mundo,U Tokyo,target-size,serious,2.5.8,Operable,AA,3,"All touch targets must be 24px large, or leave sufficient space"
86,mundo,U Tokyo,aria-allowed-attr,critical,4.1.2,Robusto,A,1,Elements must only use supported ARIA attributes
86,mundo,U Tokyo,aria-input-field-name,serious,4.1.2,Robusto,A,1,ARIA input fields must have an accessible name
86,mundo,U Tokyo,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
86,mundo,U Tokyo,nested-interactive,serious,4.1.2,Robusto,A,1,Interactive controls must not be nested
87,mundo,TUM,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,23,Elements must meet enhanced color contrast ratio thresholds
88,mundo,Melbourne,aria-required-children,critical,1.3.1,Perceptible,A,1,Certain ARIA roles must contain particular children
89,mundo,Edinburgh,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,36,Elements must meet enhanced color contrast ratio thresholds
89,mundo,Edinburgh,list,serious,1.3.1,Perceptible,A,1,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
90,mundo,EPFL,color-contrast,serious,1.4.3,Perceptible,AA,85,Elements must meet minimum color contrast ratio thresholds
90,mundo,EPFL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,15,Elements must meet enhanced color contrast ratio thresholds
90,mundo,EPFL,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
91,mundo,Michigan,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,8,Elements must meet enhanced color contrast ratio thresholds
91,mundo,Michigan,target-size,serious,2.5.8,Operable,AA,5,"All touch targets must be 24px large, or leave sufficient space"
93,mundo,Fudan,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,23,Elements must meet enhanced color contrast ratio thresholds
93,mundo,Fudan,image-alt,critical,1.1.1,Perceptible,A,14,Images must have alternative text
93,mundo,Fudan,link-name,serious,2.4.4,Operable,A,3,Links must have discernible text
93,mundo,Fudan,color-contrast,serious,1.4.3,Perceptible,AA,2,Elements must meet minimum color contrast ratio thresholds
93,mundo,Fudan,html-has-lang,serious,3.1.1,Comprensible,A,1,<html> element must have a lang attribute
93,mundo,Fudan,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
94,mundo,PSL,color-contrast,serious,1.4.3,Perceptible,AA,11,Elements must meet minimum color contrast ratio thresholds
94,mundo,PSL,link-name,serious,2.4.4,Operable,A,7,Links must have discernible text
94,mundo,PSL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,5,Elements must meet enhanced color contrast ratio thresholds
94,mundo,PSL,button-name,critical,4.1.2,Robusto,A,1,Buttons must have discernible text
94,mundo,PSL,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
95,mundo,HKU,color-contrast,serious,1.4.3,Perceptible,AA,13,Elements must meet minimum color contrast ratio thresholds
95,mundo,HKU,aria-input-field-name,serious,4.1.2,Robusto,A,3,ARIA input fields must have an accessible name
95,mundo,HKU,nested-interactive,serious,4.1.2,Robusto,A,3,Interactive controls must not be nested
95,mundo,HKU,aria-allowed-attr,critical,4.1.2,Robusto,A,2,Elements must only use supported ARIA attributes
95,mundo,HKU,aria-valid-attr-value,critical,4.1.2,Robusto,A,2,ARIA attributes must conform to valid values
95,mundo,HKU,list,serious,1.3.1,Perceptible,A,2,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
95,mundo,HKU,aria-toggle-field-name,serious,4.1.2,Robusto,A,1,ARIA toggle fields must have an accessible name
95,mundo,HKU,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
96,mundo,Zhejiang,link-name,serious,2.4.4,Operable,A,12,Links must have discernible text
96,mundo,Zhejiang,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
96,mundo,Zhejiang,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
97,mundo,NYU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,2,Elements must meet enhanced color contrast ratio thresholds
98,mundo,SJTU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,38,Elements must meet enhanced color contrast ratio thresholds
98,mundo,SJTU,color-contrast,serious,1.4.3,Perceptible,AA,4,Elements must meet minimum color contrast ratio thresholds
98,mundo,SJTU,image-alt,critical,1.1.1,Perceptible,A,4,Images must have alternative text
98,mundo,SJTU,frame-title,serious,4.1.2,Robusto,A,1,Frames must have an accessible name
98,mundo,SJTU,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
99,mundo,KCL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,40,Elements must meet enhanced color contrast ratio thresholds
99,mundo,KCL,aria-valid-attr,critical,4.1.2,Robusto,A,1,ARIA attributes must conform to valid names
100,mundo,UCSD,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,35,Elements must meet enhanced color contrast ratio thresholds
100,mundo,UCSD,target-size,serious,2.5.8,Operable,AA,7,"All touch targets must be 24px large, or leave sufficient space"
100,mundo,UCSD,aria-hidden-focus,serious,4.1.2,Robusto,A,2,ARIA hidden element must not be focusable or contain focusable elements
101,mundo,LMU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,9,Elements must meet enhanced color contrast ratio thresholds
102,mundo,Duke,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,7,Elements must meet enhanced color contrast ratio thresholds
104,mundo,UBC,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,13,Elements must meet enhanced color contrast ratio thresholds
104,mundo,UBC,target-size,serious,2.5.8,Operable,AA,5,"All touch targets must be 24px large, or leave sufficient space"
105,mundo,Sydney,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,13,Elements must meet enhanced color contrast ratio thresholds
105,mundo,Sydney,color-contrast,serious,1.4.3,Perceptible,AA,1,Elements must meet minimum color contrast ratio thresholds
105,mundo,Sydney,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
106,mundo,Paris-Saclay,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,7,Elements must meet enhanced color contrast ratio thresholds
106,mundo,Paris-Saclay,aria-valid-attr,critical,4.1.2,Robusto,A,1,ARIA attributes must conform to valid names
107,mundo,Kyoto,target-size,serious,2.5.8,Operable,AA,4,"All touch targets must be 24px large, or leave sufficient space"
107,mundo,Kyoto,color-contrast,serious,1.4.3,Perceptible,AA,1,Elements must meet minimum color contrast ratio thresholds
108,mundo,Illinois,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,9,Elements must meet enhanced color contrast ratio thresholds
109,mundo,UT Austin,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,25,Elements must meet enhanced color contrast ratio thresholds
110,mundo,UW,target-size,serious,2.5.8,Operable,AA,7,"All touch targets must be 24px large, or leave sufficient space"
110,mundo,UW,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,3,Elements must meet enhanced color contrast ratio thresholds
110,mundo,UW,aria-hidden-focus,serious,4.1.2,Robusto,A,1,ARIA hidden element must not be focusable or contain focusable elements
111,mundo,NTU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,7,Elements must meet enhanced color contrast ratio thresholds
111,mundo,NTU,link-name,serious,2.4.4,Operable,A,6,Links must have discernible text
111,mundo,NTU,target-size,serious,2.5.8,Operable,AA,3,"All touch targets must be 24px large, or leave sufficient space"
111,mundo,NTU,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
112,mundo,McGill,aria-progressbar-name,serious,1.1.1,Perceptible,A,1,ARIA progressbar nodes must have an accessible name
112,mundo,McGill,color-contrast,serious,1.4.3,Perceptible,AA,1,Elements must meet minimum color contrast ratio thresholds
112,mundo,McGill,html-has-lang,serious,3.1.1,Comprensible,A,1,<html> element must have a lang attribute
113,mundo,CUHK,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,30,Elements must meet enhanced color contrast ratio thresholds
113,mundo,CUHK,target-size,serious,2.5.8,Operable,AA,9,"All touch targets must be 24px large, or leave sufficient space"
113,mundo,CUHK,aria-input-field-name,serious,4.1.2,Robusto,A,2,ARIA input fields must have an accessible name
113,mundo,CUHK,aria-required-children,critical,1.3.1,Perceptible,A,2,Certain ARIA roles must contain particular children
113,mundo,CUHK,link-name,serious,2.4.4,Operable,A,2,Links must have discernible text
113,mundo,CUHK,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
114,mundo,CMU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,2,Elements must meet enhanced color contrast ratio thresholds
114,mundo,CMU,link-name,serious,2.4.4,Operable,A,1,Links must have discernible text
115,mundo,Wisconsin,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,45,Elements must meet enhanced color contrast ratio thresholds
116,mundo,USTC,link-name,serious,2.4.4,Operable,A,7,Links must have discernible text
116,mundo,USTC,image-alt,critical,1.1.1,Perceptible,A,2,Images must have alternative text
116,mundo,USTC,html-has-lang,serious,3.1.1,Comprensible,A,1,<html> element must have a lang attribute
116,mundo,USTC,label,critical,4.1.2,Robusto,A,1,Form elements must have labels
116,mundo,USTC,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
117,mundo,WUSTL,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,21,Elements must meet enhanced color contrast ratio thresholds
117,mundo,WUSTL,link-name,serious,2.4.4,Operable,A,4,Links must have discernible text
117,mundo,WUSTL,aria-valid-attr,critical,4.1.2,Robusto,A,1,ARIA attributes must conform to valid names
118,mundo,Monash,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,17,Elements must meet enhanced color contrast ratio thresholds
118,mundo,Monash,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
119,mundo,SNU,color-contrast,serious,1.4.3,Perceptible,AA,13,Elements must meet minimum color contrast ratio thresholds
119,mundo,SNU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,8,Elements must meet enhanced color contrast ratio thresholds
119,mundo,SNU,meta-viewport,moderate,1.4.4,Perceptible,AA,1,Zooming and scaling must not be disabled
120,mundo,Heidelberg,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,67,Elements must meet enhanced color contrast ratio thresholds
120,mundo,Heidelberg,aria-prohibited-attr,serious,4.1.2,Robusto,A,1,Elements must only use permitted ARIA attributes
121,mundo,HKUST,list,serious,1.3.1,Perceptible,A,8,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements"
121,mundo,HKUST,color-contrast,serious,1.4.3,Perceptible,AA,5,Elements must meet minimum color contrast ratio thresholds
121,mundo,HKUST,aria-roles,critical,4.1.2,Robusto,A,2,ARIA roles used must conform to valid values
121,mundo,HKUST,link-name,serious,2.4.4,Operable,A,2,Links must have discernible text
121,mundo,HKUST,scrollable-region-focusable,serious,2.1.1,Operable,A,2,Scrollable region must have keyboard access
121,mundo,HKUST,target-size,serious,2.5.8,Operable,AA,1,"All touch targets must be 24px large, or leave sufficient space"
122,mundo,Karolinska,aria-allowed-attr,critical,4.1.2,Robusto,A,2,Elements must only use supported ARIA attributes
122,mundo,Karolinska,target-size,serious,2.5.8,Operable,AA,2,"All touch targets must be 24px large, or leave sufficient space"
122,mundo,Karolinska,aria-valid-attr-value,critical,4.1.2,Robusto,A,1,ARIA attributes must conform to valid values
122,mundo,Karolinska,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
122,mundo,Karolinska,image-alt,critical,1.1.1,Perceptible,A,1,Images must have alternative text
123,mundo,TU Delft,color-contrast,serious,1.4.3,Perceptible,AA,17,Elements must meet minimum color contrast ratio thresholds
123,mundo,TU Delft,target-size,serious,2.5.8,Operable,AA,5,"All touch targets must be 24px large, or leave sufficient space"
123,mundo,TU Delft,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
124,mundo,ANU,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
125,mundo,KU Leuven,color-contrast,serious,1.4.3,Perceptible,AA,3,Elements must meet minimum color contrast ratio thresholds
125,mundo,KU Leuven,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,1,Elements must meet enhanced color contrast ratio thresholds
125,mundo,KU Leuven,listitem,serious,1.3.1,Perceptible,A,1,<li> elements must be contained in a <ul> or <ol>
126,mundo,Queensland,color-contrast-enhanced,serious,1.4.6,Perceptible,AAA,12,Elements must meet enhanced color contrast ratio thresholds
126,mundo,Queensland,link-in-text-block,serious,1.4.1,Perceptible,A,1,Links must be distinguishable without relying on color
