id,group,abbr,page_url,criterion,act_rule,element_n,tag,selector,accessible_name,name_source,full_src,src_source,srcset,css_width,css_height,natural_width,natural_height,containing_link,nearby_text,svg_markup,evaluator_code,date,outcome_TOFILL,justification_TOFILL
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,10,img,div.marquee-mask > div.marquee > span.marquee-item > img.marquee-img,Matthew LeRoux talks with Bill Morse of Bottomland Farm at the East Hill Plaza Farmers’ Market.,alt,https://media.univcomm.cornell.edu/photos/1280x720/441AEF88-CCD8-94A0-29118F715FF67A86.jpg,currentSrc,,756,425,1280,720,,"‘Find your farmer, fill your freezer’ Cornell connects meat producers with consumers Cornell men’s soccer hunting for silverware under Smith",,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,11,img,div.slide-mask > div.slideshow > a.grid-box > img.image-replace,Gautam Hans and Laura Riley.,alt,https://media.univcomm.cornell.edu/photos/400x225/AE87A46B-F8D9-E3EE-7CEDF61EDF369CF1.jpg,currentSrc,,395,222,400,225,https://youtu.be/8kVy6f-b1Ok,Research Matters Podcast: Who gets to decide where free speech ends?,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,12,img,div.slide-mask > div.slideshow > a.grid-box > img.image-replace,Visitors learning about birds at Migration Celebration.,alt,https://media.univcomm.cornell.edu/photos/400x225/B0530151-A738-F9C9-6EC9481FD6F8CA01.jpg,currentSrc,,395,222,400,225,https://news.cornell.edu/stories/2026/08/lab-ornithology-host-annual-migration-celebration,Lab of Ornithology to host annual Migration Celebration,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,23,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,"Cornell's Song of the Vowels statue, as seen through leafty trees with students walking along a path on the Cornell Arts Quad behind it.",alt,https://media.univcomm.cornell.edu/photos/360x360/073D2BCF-C7D7-34E9-3C24C512A67D0FAE.jpg,currentSrc,,345,345,360,360,https://socialmedia.cornell.edu/?utm_source=cornelledu&utm_medium=social_stripe&utm_campaign=images,,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,24,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,"A crowded lecture hall at Cornell University, with students paying close attention.",alt,https://media.univcomm.cornell.edu/photos/360x360/074CA0F2-9EBB-5861-8946B5E244D81EA5.jpg,currentSrc,,170,170,360,360,https://socialmedia.cornell.edu/?utm_source=cornelledu&utm_medium=social_stripe&utm_campaign=images,,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,25,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,Cornellians attend class outside and are sitting in a circle. One individual in the middle is talking. A laptop can be seen in the foreground.,alt,https://media.univcomm.cornell.edu/photos/360x360/07591FDC-A274-7AFC-5429233D3D4BBE0E.jpg,currentSrc,,170,170,360,360,https://socialmedia.cornell.edu/?utm_source=cornelledu&utm_medium=social_stripe&utm_campaign=images,,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,26,img,a.socialmedia-grid-link > div.socialmedia-grid > div.socialmedia-item > img,"Cornellians walk along a path near Cornell's Ho Plaza, with Cornell's McGraw Tower seen in the distance.",alt,https://media.univcomm.cornell.edu/photos/400x225/0767B630-A2F8-F79E-F984B5500B3DEE26.jpg,currentSrc,,345,170,400,225,https://socialmedia.cornell.edu/?utm_source=cornelledu&utm_medium=social_stripe&utm_campaign=images,,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,31,img,#campaignCoverImg,Ezra Cornell statue imposed over a red background in front of a large floating letter C (for Cornell). Text in the background says 'to do the greatest good' and is in Ezra Cornell's actual handwriting.,alt,https://www.cornell.edu/assets/images/campaign/ezra.jpg,currentSrc,,756,324,1920,823,,Cornellians are united by a shared purpose. Explore,,R02,2026-09-08,,
15,mundo,Cornell,https://www.cornell.edu/,1.1.1,qt1vmo,32,img,li.ftr-item > div.ftr-item-campaign > a > img,To do he greatest good: The Campaign for Cornell University,alt,https://media.univcomm.cornell.edu/photos/campaign/TDTGG.png,currentSrc,,291,106,291,106,https://greatestgood.cornell.edu/,,,R02,2026-09-08,,
