id,vantage,run,red,grupo,sigla,pais,url,ok,error,title,lang,viewport,https,cookies_pre,rastreo_pre,rastreo_pre_ext,nombres_rastreo_ext,cmp,banner,consent_default,consent_default_region,regiones,uet_consent,clarity_consent,ax_violaciones,ax_nodos,elementos,nodos_totales,nodos_por_mil_elementos,nivelA_nodos,nivelAA_nodos,nivelAAA_nodos,Perceptible,Operable,Comprensible,Robusto,max_nivel_sin_fallo_auto,incompletos,incompletos_nodos,n_dominios_terceros,prov_emitida_sin_cookie,prov_no_emitida,servidor,cdn,cms,fecha
1,EC,2,residencial,mundo,MIT,US,https://www.mit.edu,true,,MIT - Massachusetts Institute of Technology,en,1,1,0,0,0,,,0,0,0,,0,0,3,8,380,950,21.05,1,6,1,1,6,0,1,ninguno,4,24,3,Google Tag Manager,,Apache,,Drupal,2026-08-16T04:20:19.422Z
2,EC,2,residencial,mundo,Stanford,US,https://www.stanford.edu,true,,Stanford University,en,1,1,10,4,8,YSC VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA _ga_Q0JD4PHRZ7 _ga __Secure-YNID __Secure-ROLLOUT_TOKEN _cs_id,,0,0,0,,0,0,1,11,1372,1824,8.02,0,0,11,11,0,0,0,AA,1,2,12,Google Ads ContentSquare Google Tag Manager Google Analytics,,Netlify,,,2026-08-16T04:20:27.424Z
3,EC,2,residencial,mundo,Harvard,US,https://www.harvard.edu,true,,Harvard University,en-US,1,1,8,5,5,_gid _gat_UA-2923555-1 _ga_KBLBYHG5EP _ga _fbp,,0,0,0,,0,0,2,13,1139,2834,11.41,0,3,10,13,0,0,0,A,2,42,18,Google Ads Google Analytics Meta Google Tag Manager,,nginx,,WordPress,2026-08-16T04:20:34.858Z
4,EC,2,residencial,mundo,Oxford,GB,https://www.ox.ac.uk,true,,University of Oxford,en,1,1,6,2,5,__Secure-YNID YSC __Secure-ROLLOUT_TOKEN VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA,,1,0,0,,0,0,0,0,2165,5830,0,0,0,0,0,0,0,0,AAA,4,8,9,Google Tag Manager Google Analytics Google Ads,,cloudflare,Cloudflare,generator: Drupal 11 (https://www.drupal.org) Drupal,2026-08-16T04:20:41.745Z
5,EC,2,residencial,mundo,Cambridge,GB,https://www.cam.ac.uk,true,,University of Cambridge,en,1,1,0,0,0,,,1,0,0,,0,0,2,6,529,1356,11.34,5,0,1,6,0,0,0,ninguno,2,8,9,Google Tag Manager Google Analytics,,nginx,Fastly/Varnish,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T04:20:49.305Z
6,EC,2,residencial,mundo,Caltech,US,https://www.caltech.edu,true,,Home - www.caltech.edu,en,1,1,4,2,2,_ga_7RL83EX4D4 _ga,,0,0,0,,0,0,4,30,4319,10084,6.95,5,0,25,28,0,0,2,ninguno,3,42,9,Google Tag Manager Google Analytics,,cloudflare,Cloudflare,Joomla,2026-08-16T04:20:58.783Z
7,EC,2,residencial,mundo,UC Berkeley,US,https://www.berkeley.edu,true,,"University of California, Berkeley: Home",en-US,1,1,10,5,8,__Secure-YNID YSC VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA __Secure-ROLLOUT_TOKEN nmstat _ga_JD06GX6S4V _ga,,0,0,0,,0,0,0,0,585,1599,0,0,0,0,0,0,0,0,AAA,2,2,11,Siteimprove Google Tag Manager Google Analytics Google Ads,,cloudflare,Cloudflare,WordPress,2026-08-16T04:21:06.081Z
8,EC,2,residencial,mundo,Princeton,US,https://www.princeton.edu,true,,Home | Princeton University,en,1,1,2,2,2,_ga_92L6B9PQCG _ga,,0,0,0,,0,0,0,0,1092,2347,0,0,0,0,0,0,0,0,AAA,2,29,4,Google Tag Manager Google Analytics,,cloudflare,Cloudflare Fastly/Varnish,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T04:21:13.441Z
9,EC,2,residencial,mundo,Imperial,GB,https://www.imperial.ac.uk,true,,Imperial College London,en-GB,1,1,6,0,0,,OneTrust,1,0,0,,0,0,2,19,797,1718,23.84,0,15,4,4,15,0,0,A,3,27,9,Google Ads Google Tag Manager Google Analytics,,Microsoft-IIS/10.0,CloudFront,,2026-08-16T04:21:25.490Z
10,EC,2,residencial,mundo,U Chicago,US,https://www.uchicago.edu,true,,The University of Chicago,en,1,1,19,9,9,_gid _gat_UA-373360-31 _gat_UA-3572058-26 _ga_2V4M4Z833J _ga _ga_DBDWJCS0JR nmstat _hjSessionUser_3545609 _hjSession_3545609,,0,0,0,,0,0,1,1,934,1232,1.07,1,0,0,0,0,0,1,ninguno,6,26,13,Google Analytics Google Tag Manager Hotjar Siteimprove,,,Azure,,2026-08-16T04:21:35.043Z
11,EC,2,residencial,mundo,ETH Zurich,CH,https://ethz.ch,true,,ETH Zürich - Homepage | ETH Zürich,de,1,1,1,0,0,,OneTrust,1,1,0,,0,0,2,2,1571,3002,1.27,1,0,1,2,0,0,0,ninguno,1,5,3,Google Tag Manager,,,,,2026-08-16T04:21:45.915Z
12,EC,2,residencial,mundo,Yale,US,https://www.yale.edu,true,,Yale University,en,1,1,7,6,6,nmstat _ga _gid _gat_gtag_UA_991898_23 _ga_D491W728G4 _ga,,0,0,0,,0,0,3,19,723,2018,26.28,5,0,14,17,0,0,2,ninguno,3,49,8,Google Tag Manager Siteimprove Google Analytics,,nginx,Fastly/Varnish,generator: Drupal 7 (https://www.drupal.org) Drupal,2026-08-16T04:21:53.010Z
13,EC,2,residencial,mundo,UPenn,US,https://www.upenn.edu,true,,University of Pennsylvania,en,1,1,4,4,4,_gid _gat_UA-78054-1 _ga _ga_LL85393RFV,,0,0,0,,0,0,2,4,1099,2938,3.64,1,0,3,4,0,0,0,ninguno,4,40,5,Google Analytics Google Tag Manager,,nginx,Fastly/Varnish,generator: Drupal 11 (https://www.drupal.org) Drupal,2026-08-16T04:22:00.130Z
14,EC,2,residencial,mundo,UCL,GB,https://www.ucl.ac.uk,true,,Welcome to UCL | University College London,en,1,1,2,0,0,,,1,0,0,,0,0,0,0,1158,2997,0,0,0,0,0,0,0,0,AAA,3,302,3,YouTube,,cloudflare,Cloudflare,Drupal Moodle,2026-08-16T04:22:08.614Z
15,EC,2,residencial,mundo,Cornell,US,https://www.cornell.edu,true,,Cornell University,en,1,1,9,9,9,__utma __utmc __utmz __utmt __utmb _ga_PMZ19X3F8W _ga _ga_XJK3YSJ0LV nmstat,,0,0,0,,0,0,1,4,689,1815,5.81,0,0,4,4,0,0,0,AA,5,70,12,Google Tag Manager Google Analytics Siteimprove,,,Azure,,2026-08-16T04:22:18.500Z
16,EC,2,residencial,mundo,Tsinghua,CN,https://www.tsinghua.edu.cn/en/,true,,Tsinghua University,,1,1,1,0,0,,,0,0,0,,0,0,10,49,538,1178,91.08,39,6,4,11,32,1,5,ninguno,5,84,1,,,,,,2026-08-16T04:22:28.069Z
17,EC,2,residencial,mundo,Peking,CN,https://english.pku.edu.cn,true,,Peking University,,1,1,4,3,3,Hm_lvt_6d2ad9d99c9136dab46c5f969e3bc9ed Hm_lpvt_6d2ad9d99c9136dab46c5f969e3bc9ed HMACCOUNT,,0,0,0,,0,0,5,19,715,1572,26.57,18,1,0,2,14,1,2,ninguno,3,19,2,,,nginx,,,2026-08-16T04:22:40.657Z
18,EC,2,residencial,mundo,Johns Hopkins,US,https://www.jhu.edu,true,,Johns Hopkins University,en,1,1,12,5,7,nmstat _twpid personalization_id muc_ads _ga_TSX9K66082 _ga _ga_8031WYVC9V,,0,0,0,,0,0,3,8,898,1986,8.91,6,0,2,3,5,0,0,ninguno,4,118,19,Google Ads Google Tag Manager Meta Siteimprove Google Analytics,,cloudflare,Cloudflare,WordPress Drupal,2026-08-16T04:22:48.066Z
19,EC,2,residencial,mundo,Columbia,US,https://www.columbia.edu,true,,Columbia University in the City of New York,en,1,1,15,6,9,_gid _gat_gtag_UA_18290390_1 __Secure-YNID YSC __Secure-ROLLOUT_TOKEN VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA _ga_09H1KYXPLX _ga,,1,0,0,,0,0,4,52,1656,4458,31.4,2,6,44,51,0,0,1,ninguno,1,80,15,Google Tag Manager Google Analytics Google Ads,,cloudflare,Cloudflare,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T04:22:56.275Z
20,EC,2,residencial,mundo,Toronto,CA,https://www.utoronto.ca,true,,University of Toronto,en,1,1,12,8,12,_gcl_au _ga _ga_0X74MN6XS3 CLID IDE _clck _clsk SM MUID MUID MR SRM_B,,0,0,0,,0,0,1,19,597,1622,31.83,0,0,19,19,0,0,0,AA,3,11,18,Google Tag Manager Google Analytics,,nginx,Fastly/Varnish,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T04:23:03.309Z
21,EC,2,residencial,mundo,UCLA,US,https://www.ucla.edu,true,,A World Leader in Education and Research Excellence | UCLA,en,1,1,9,4,7,__Secure-YNID YSC VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA __Secure-ROLLOUT_TOKEN _ga_6BMZK7EYHE _ga,,0,0,0,,0,0,1,64,1126,2746,56.84,0,0,64,64,0,0,0,AA,3,13,26,Google Ads Meta Google Tag Manager Google Analytics,,Apache/2.4.68 (Amazon Linux),CloudFront,,2026-08-16T04:23:11.297Z
22,EC,2,residencial,mundo,NUS,SG,https://nus.edu.sg,true,,NUS - National University of Singapore,,1,1,7,2,2,_ga_2T8KTSDET6 _ga,,1,0,0,,0,0,7,60,808,1763,74.26,24,21,15,36,23,1,0,ninguno,2,13,10,Google Tag Manager Google Analytics Google Ads,,,,,2026-08-16T04:23:21.587Z
23,EC,2,residencial,mundo,U Tokyo,JP,https://www.u-tokyo.ac.jp/en/,true,,The University of Tokyo,en,1,1,2,2,2,_ga_DWSZ09TFCH _ga,,0,0,0,,0,0,8,28,1003,2346,27.92,11,6,11,15,3,0,10,ninguno,3,22,7,Google Tag Manager Google Analytics Google Ads,,Apache,,,2026-08-16T04:23:35.918Z
24,EC,2,residencial,mundo,TUM,DE,https://www.tum.de/en/,true,,Technical University of Munich: The Entrepreneurial University - TUM,en-US,1,1,0,0,0,,,0,0,0,,0,0,1,23,4348,12384,5.29,0,0,23,23,0,0,0,AA,5,14,2,,,Apache/2,,generator: TYPO3 CMS TYPO3,2026-08-16T04:23:45.879Z
25,EC,2,residencial,mundo,Melbourne,AU,https://www.unimelb.edu.au,true,,The University of Melbourne - Australia's #1 Ranked University,en,1,1,34,16,16,utag_main__ss utag_main__st utag_main_ses_id s_nr30 s_tslv s_inv s_ips utag_main_v_id _ga_L55G410M0Q AMCV_0BFB1E5866E1D2E70A495C3B%40AdobeOrg _ga_YE8SEG9T0S _ga _ga_J6RRCK6F9V s_tp s_ppv s_plt,,1,0,0,,0,0,1,1,117,302,8.55,1,0,0,1,0,0,0,ninguno,4,8,17,Google Tag Manager Google Analytics Google Ads,,cloudflare,Cloudflare,,2026-08-16T04:23:53.664Z
26,EC,2,residencial,mundo,Edinburgh,GB,https://www.ed.ac.uk,true,,The University of Edinburgh,en,1,1,0,0,0,,,0,0,0,,0,0,2,37,621,1398,59.58,1,0,36,37,0,0,0,ninguno,3,27,3,Google Tag Manager,,nginx,Fastly/Varnish,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T04:24:05.969Z
27,EC,2,residencial,mundo,EPFL,CH,https://www.epfl.ch/en/,true,,EPFL,en-GB,1,1,2,2,2,_ga_N6BF9H5G73 _ga,,1,0,0,,0,0,3,101,1968,3078,51.32,1,85,15,100,1,0,0,ninguno,4,15,8,Google Tag Manager Google Analytics,,cloudflare,Cloudflare,generator: WordPress 6.9.7 WordPress,2026-08-16T04:24:15.923Z
28,EC,2,residencial,mundo,Michigan,US,https://umich.edu,true,,University of Michigan,en,1,1,2,0,0,,,0,1,0,,0,0,2,13,557,1350,23.34,0,5,8,8,5,0,0,A,3,19,5,Google Tag Manager Google Analytics Google Ads,,cloudflare,Cloudflare,,2026-08-16T04:24:22.371Z
29,EC,2,residencial,mundo,Northwestern,US,https://www.northwestern.edu,true,,Northwestern University,en,1,1,3,0,0,,CookieYes,1,0,0,,0,0,0,0,3581,6046,0,0,0,0,0,0,0,0,AAA,3,7,8,Google Tag Manager Google Analytics,,Apache,,,2026-08-16T04:24:30.634Z
30,EC,2,residencial,mundo,Fudan,CN,https://www.fudan.edu.cn/en/,true,,Fudan University,,1,1,5,3,3,Hm_lvt_829a28d038f7cea73ca2728904e244bc Hm_lpvt_829a28d038f7cea73ca2728904e244bc HMACCOUNT,,0,0,0,,0,0,6,44,593,1208,74.2,18,3,23,40,3,1,0,ninguno,3,27,3,,,******,,,2026-08-16T04:24:43.444Z
31,EC,2,residencial,mundo,PSL,FR,https://www.psl.eu/en,true,,PSL University | PSL,en,1,1,1,0,0,,,1,0,0,,0,0,5,25,1710,4278,14.62,8,12,5,16,8,0,1,ninguno,4,51,4,,,Apache/2.4.67 (Debian) OpenSSL/3.5.5,,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T04:24:55.436Z
32,EC,2,residencial,mundo,HKU,HK,https://www.hku.hk,true,,The University of Hong Kong (HKU),en,1,1,11,10,10,__utma __utmc __utmz __utmt __utmb _ga_ZHLLDTLTMG _ga _fbp _hjSessionUser_1966860 _hjSession_1966860,,0,0,0,,0,0,8,27,2485,3918,10.87,13,14,0,15,1,0,11,ninguno,4,32,9,Google Tag Manager Google Analytics Meta Hotjar Google Ads,,Apache,,,2026-08-16T04:25:06.453Z
33,EC,2,residencial,mundo,Zhejiang,CN,https://www.zju.edu.cn/english/,true,,Zhejiang University (ZJU),en,1,1,1,0,0,,,0,0,0,,0,0,3,14,717,1355,19.53,13,1,0,2,12,0,0,ninguno,3,67,0,,,Tengine,,,2026-08-16T04:25:21.330Z
34,EC,2,residencial,mundo,NYU,US,https://www.nyu.edu,true,,New York University,en,1,1,12,10,10,_gcl_au test_cookie _ga_S194DLZYBD _ga _ga_H4KKXQKFSM _ga_S4TP6272FF _ga_9CWXCZX89G _ga_8Y5XM9YCFW _ga_VR2BFTJ92R _ga_YKLBDQJ61W,Osano,1,0,0,,0,0,1,2,763,2142,2.62,0,0,2,2,0,0,0,AA,3,43,11,Google Tag Manager Google Analytics,,Apache,CloudFront,,2026-08-16T04:25:28.411Z
35,EC,2,residencial,mundo,SJTU,CN,https://www.sjtu.edu.cn,true,,上海交通大学中文主页门户网站,zh-Hans,1,1,3,3,3,_pk_testcookie.299.e5ac _pk_id.299.e5ac _pk_ses.299.e5ac,,0,0,0,,0,0,5,48,1823,4335,26.33,5,5,38,47,0,0,1,ninguno,2,20,1,,,nginx,,,2026-08-16T04:25:45.009Z
36,EC,2,residencial,mundo,KCL,GB,https://www.kcl.ac.uk,true,,King's College London,en-GB,1,1,2,0,0,,OneTrust,1,0,0,,0,0,2,41,738,2061,55.56,1,0,40,40,0,0,1,ninguno,3,37,7,Google Tag Manager X/Twitter Google Ads Google Analytics,,,,generator: Contensis CMS Version 17.1,2026-08-16T04:25:53.245Z
37,EC,2,residencial,mundo,UCSD,US,https://www.ucsd.edu,true,,University of California San Diego,en,1,1,26,11,22,__Secure-YNID YSC __Secure-ROLLOUT_TOKEN VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA _ttp _gcl_au li_sugr bcookie lidc _ga_ZBPHLZYTS4 _ga _tt_enable_cookie _ttp UserMatchHistory AnalyticsSyncHistory test_cookie _hjSessionUser_3662797 _hjSession_3662797 ttcsid ttcsid_D3NTPGRC77UELR3N1AFG bscookie,,0,0,0,,0,0,3,44,834,2018,52.76,2,7,35,35,7,0,2,ninguno,4,29,22,Google Tag Manager Hotjar Google Analytics,,Apache/2.4.62 (Red Hat Enterprise Linux),,,2026-08-16T04:26:01.612Z
38,EC,2,residencial,mundo,LMU,DE,https://www.lmu.de,true,,Startseite - LMU München,de,1,1,0,0,0,,,0,0,0,,0,0,1,9,481,1254,18.71,0,0,9,9,0,0,0,AA,4,47,2,,,Apache,,,2026-08-16T04:26:12.035Z
39,EC,2,residencial,mundo,Duke,US,https://www.duke.edu,true,,"Duke University - Fueled by creativity, informed by scholarship",en-US,1,1,24,13,22,YSC VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA __Secure-YNID __Secure-ROLLOUT_TOKEN __utma __utmc __utmz __utmt_UA-3896341-5 __utmb _ga _ga_EFHNRXCSHV CLID _clck _clsk MUID MR SRM_B SM MUID MR ANONCHK,,1,0,0,,0,0,1,7,1150,2400,6.09,0,0,7,7,0,0,0,AA,3,71,24,Google Ads Google Analytics Google Tag Manager,,Apache,,WordPress,2026-08-16T04:26:20.929Z
40,EC,2,residencial,mundo,Manchester,GB,https://www.manchester.ac.uk,true,,The University of Manchester,en,1,1,58,24,46,li_sugr bcookie lidc UserMatchHistory AnalyticsSyncHistory _gcl_au bscookie __Secure-YNID YSC __Secure-ROLLOUT_TOKEN VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA _gid _gat_UA-4619980-2 _gat_UA-3161158-1 _ttp _ga_1ET7C6PX1B _ga sa-user-id sa-user-id sa-user-id-v2 sa-user-id-v2 _tt_enable_cookie _ttp _ga_Z9M4Y77VXZ _twpid _ga_WL8VVSMZQ2 sa-user-id sa-user-id-v2 sa-user-id-v3 nmstat _fbp personalization_id muc_ads IDE _uetsid _uetvid _hjSessionUser_2148424 _hjSession_2148424 MUID MR ttcsid ttcsid_CJ8D08BC77U3K5NQQDNG ttcsid_CDFTTMRC77U4B2URJ40G _clck _clsk,OneTrust,0,0,0,,0,1,0,0,941,2119,0,0,0,0,0,0,0,0,AAA,1,27,48,Meta Google Tag Manager Google Analytics Hotjar Microsoft Clarity Siteimprove,,Apache,CloudFront,,2026-08-16T04:26:30.580Z
