id,vantage,run,grupo,sigla,pais,url,ok,error,title,lang,viewport,https,cookies_pre,rastreo_pre,nombres_rastreo,cmp,banner,ax_violaciones,ax_nodos,nivelA_nodos,nivelAA_nodos,nivelAAA_nodos,Perceptible,Operable,Comprensible,Robusto,max_nivel_sin_fallo_auto,incompletos,fecha
1,EC,1,mundo,MIT,US,https://www.mit.edu,true,,MIT - Massachusetts Institute of Technology,en,1,1,0,0,,,0,3,8,1,6,1,1,6,0,1,ninguno,4,2026-09-07T22:00:19.209Z
2,EC,1,mundo,Stanford,US,https://www.stanford.edu,true,,Stanford University,en,1,1,10,4,YSC VISITOR_INFO1_LIVE _ga_Q0JD4PHRZ7 _ga,,0,1,11,0,0,11,11,0,0,0,AA,1,2026-09-07T22:00:25.069Z
3,EC,1,mundo,Harvard,US,https://www.harvard.edu,true,,Harvard University,en-US,1,1,9,6,_gid _gat_UA-2923555-1 _ga_KBLBYHG5EP _ga _fbp fr,,0,2,23,0,13,10,23,0,0,0,A,2,2026-09-07T22:00:30.861Z
4,EC,1,mundo,Oxford,GB,https://www.ox.ac.uk,true,,University of Oxford,en,1,1,6,2,YSC VISITOR_INFO1_LIVE,,0,0,0,0,0,0,0,0,0,0,AAA,5,2026-09-07T22:00:36.309Z
5,EC,1,mundo,Cambridge,GB,https://www.cam.ac.uk,true,,University of Cambridge,en,1,1,0,0,,,1,2,6,5,0,1,6,0,0,0,ninguno,2,2026-09-07T22:00:41.695Z
6,EC,1,mundo,Caltech,US,https://www.caltech.edu,true,,Home - www.caltech.edu,en,1,1,4,2,_ga_7RL83EX4D4 _ga,,0,4,33,5,0,28,31,0,0,2,ninguno,4,2026-09-07T22:00:47.777Z
7,EC,1,mundo,UC Berkeley,US,https://www.berkeley.edu,true,,"University of California, Berkeley: Home",en-US,1,1,10,5,YSC VISITOR_INFO1_LIVE nmstat _ga_JD06GX6S4V _ga,,0,0,0,0,0,0,0,0,0,0,AAA,2,2026-09-07T22:00:53.655Z
8,EC,1,mundo,Princeton,US,https://www.princeton.edu,true,,Home | Princeton University,en,1,1,2,2,_ga_92L6B9PQCG _ga,,0,0,0,0,0,0,0,0,0,0,AAA,2,2026-09-07T22:00:59.486Z
9,EC,1,mundo,Imperial,GB,https://www.imperial.ac.uk,true,,Imperial College London,en-GB,1,1,6,0,,OneTrust,1,2,6,0,2,4,4,2,0,0,A,4,2026-09-07T22:01:06.855Z
10,EC,1,mundo,U Chicago,US,https://www.uchicago.edu,true,,The University of Chicago,en,1,1,12,6,_gid _gat_UA-373360-31 _gat_UA-3572058-26 _ga_2V4M4Z833J _ga _ga_DBDWJCS0JR,,0,0,0,0,0,0,0,0,0,0,AAA,0,2026-09-07T22:01:12.798Z
