id,vantage,run,grupo,sigla,pais,url,ok,error,title,lang,viewport,https,cookies_pre,rastreo_pre,nombres_rastreo,cmp,banner,ax_violaciones,ax_nodos,nivelA_nodos,nivelAA_nodos,nivelAAA_nodos,Perceptible,Operable,Comprensible,Robusto,max_nivel_sin_fallo_auto,incompletos,fecha
1,EC,3,mundo,MIT,US,https://www.mit.edu,true,,MIT - Massachusetts Institute of Technology,en,1,1,0,0,,,0,3,8,1,6,1,1,6,0,1,ninguno,4,2026-09-07T22:51:21.679Z
2,EC,3,mundo,Stanford,US,https://www.stanford.edu,true,,Stanford University,en,1,1,10,4,YSC VISITOR_INFO1_LIVE _ga_Q0JD4PHRZ7 _ga,,0,1,11,0,0,11,11,0,0,0,AA,1,2026-09-07T22:51:27.614Z
3,EC,3,mundo,Harvard,US,https://www.harvard.edu,true,,Harvard University,en-US,1,1,9,6,_ga_KBLBYHG5EP _ga _gid _gat_UA-2923555-1 _fbp fr,,0,2,23,0,13,10,23,0,0,0,A,2,2026-09-07T22:51:33.780Z
4,EC,3,mundo,Oxford,GB,https://www.ox.ac.uk,true,,University of Oxford,en,1,1,6,2,YSC VISITOR_INFO1_LIVE,,1,0,0,0,0,0,0,0,0,0,AAA,5,2026-09-07T22:51:39.432Z
5,EC,3,mundo,Cambridge,GB,https://www.cam.ac.uk,true,,University of Cambridge,en,1,1,0,0,,,1,2,6,5,0,1,6,0,0,0,ninguno,2,2026-09-07T22:51:45.122Z
6,EC,3,mundo,Caltech,US,https://www.caltech.edu,true,,Home - www.caltech.edu,en,1,1,4,2,_ga_7RL83EX4D4 _ga,,0,4,33,5,0,28,31,0,0,2,ninguno,4,2026-09-07T22:51:51.439Z
7,EC,3,mundo,UC Berkeley,US,https://www.berkeley.edu,true,,"University of California, Berkeley: Home",en-US,1,1,10,5,YSC VISITOR_INFO1_LIVE _ga_JD06GX6S4V _ga nmstat,,0,0,0,0,0,0,0,0,0,0,AAA,2,2026-09-07T22:51:56.904Z
8,EC,3,mundo,Princeton,US,https://www.princeton.edu,true,,Home | Princeton University,en,1,1,2,2,_ga_92L6B9PQCG _ga,,0,0,0,0,0,0,0,0,0,0,AAA,2,2026-09-07T22:52:02.507Z
9,EC,3,mundo,Imperial,GB,https://www.imperial.ac.uk,true,,Imperial College London,en-GB,1,1,6,0,,OneTrust,1,2,6,0,2,4,4,2,0,0,A,4,2026-09-07T22:52:11.394Z
10,EC,3,mundo,U Chicago,US,https://www.uchicago.edu,true,,The University of Chicago,en,1,1,19,9,_gid _gat_UA-373360-31 _gat_UA-3572058-26 _ga_2V4M4Z833J _ga _ga_DBDWJCS0JR nmstat _hjSessionUser_3545609 _hjSession_3545609,,0,1,1,1,0,0,0,0,0,1,ninguno,6,2026-09-07T22:52:17.987Z
11,EC,3,mundo,ETH Zurich,CH,https://ethz.ch,true,,ETH Zürich - Homepage | ETH Zürich,de,1,1,1,0,,OneTrust,1,1,1,1,0,0,1,0,0,0,ninguno,1,2026-09-07T22:52:27.630Z
12,EC,3,mundo,Yale,US,https://www.yale.edu,true,,Yale University,en,1,1,7,6,nmstat _ga_D491W728G4 _ga _ga _gid _gat_gtag_UA_991898_23,,0,3,19,5,0,14,17,0,0,2,ninguno,3,2026-09-07T22:52:32.856Z
13,EC,3,mundo,UPenn,US,https://www.upenn.edu,true,,University of Pennsylvania,en,1,1,5,4,_gid _gat_UA-78054-1 _ga _ga_LL85393RFV,,0,2,3,1,0,2,3,0,0,0,ninguno,4,2026-09-07T22:52:38.157Z
14,EC,3,mundo,UCL,GB,https://www.ucl.ac.uk,true,,Welcome to UCL | University College London,en,1,1,2,0,,,1,0,0,0,0,0,0,0,0,0,AAA,3,2026-09-07T22:52:45.861Z
15,EC,3,mundo,Cornell,US,https://www.cornell.edu,true,,Cornell University,en,1,1,9,9,__utma __utmc __utmz __utmt __utmb _ga_PMZ19X3F8W _ga nmstat _ga_XJK3YSJ0LV,,0,1,5,0,0,5,5,0,0,0,AA,5,2026-09-07T22:52:52.665Z
16,EC,3,mundo,Tsinghua,CN,https://www.tsinghua.edu.cn/en/,true,,Tsinghua University,,1,1,1,0,,,0,10,49,39,6,4,11,32,1,5,ninguno,5,2026-09-07T22:53:01.438Z
17,EC,3,mundo,Peking,CN,https://english.pku.edu.cn,true,,Peking University,,1,1,4,3,Hm_lvt_6d2ad9d99c9136dab46c5f969e3bc9ed Hm_lpvt_6d2ad9d99c9136dab46c5f969e3bc9ed HMACCOUNT,,0,5,19,18,1,0,2,14,1,2,ninguno,3,2026-09-07T22:53:09.629Z
18,EC,3,mundo,Johns Hopkins,US,https://www.jhu.edu,true,,Johns Hopkins University,en,1,1,14,6,nmstat personalization_id _ga_TSX9K66082 _ga _ga_8031WYVC9V fr,,0,3,8,6,0,2,3,5,0,0,ninguno,4,2026-09-07T22:53:15.603Z
19,EC,3,mundo,Columbia,US,https://www.columbia.edu,true,,Columbia University in the City of New York,en,1,1,15,6,YSC VISITOR_INFO1_LIVE _gid _gat_gtag_UA_18290390_1 _ga_09H1KYXPLX _ga,,1,4,52,2,6,44,51,0,0,1,ninguno,1,2026-09-07T22:53:21.844Z
20,EC,3,mundo,Toronto,CA,https://www.utoronto.ca,true,,University of Toronto,en,1,1,14,8,_gcl_au _ga _ga_0X74MN6XS3 IDE _clck _clsk MUID MUID,,0,1,19,0,0,19,19,0,0,0,AA,3,2026-09-07T22:53:27.117Z
21,EC,3,mundo,UCLA,US,https://www.ucla.edu,true,,A World Leader in Education and Research Excellence | UCLA,en,1,1,9,4,YSC VISITOR_INFO1_LIVE _ga_6BMZK7EYHE _ga,,0,1,63,0,0,63,63,0,0,0,AA,3,2026-09-07T22:53:34.843Z
22,EC,3,mundo,NUS,SG,https://nus.edu.sg,true,,NUS - National University of Singapore,,1,1,7,2,_ga_2T8KTSDET6 _ga,,1,7,60,24,21,15,36,23,1,0,ninguno,2,2026-09-07T22:53:46.380Z
23,EC,3,mundo,U Tokyo,JP,https://www.u-tokyo.ac.jp/en/,true,,The University of Tokyo,en,1,1,2,2,_ga_DWSZ09TFCH _ga,,0,8,28,11,6,11,15,3,0,10,ninguno,3,2026-09-07T22:54:09.766Z
24,EC,3,mundo,TUM,DE,https://www.tum.de/en/,true,,Technical University of Munich: The Entrepreneurial University - TUM,en-US,1,1,0,0,,,0,1,21,0,0,21,21,0,0,0,AA,5,2026-09-07T22:54:18.123Z
25,EC,3,mundo,Melbourne,AU,https://www.unimelb.edu.au,true,,The University of Melbourne - Australia's #1 Ranked University,en,1,1,32,16,utag_main__ss utag_main__st utag_main_ses_id s_nr30 s_tslv s_inv s_ips utag_main_v_id _ga_YE8SEG9T0S _ga_L55G410M0Q _ga _ga_J6RRCK6F9V AMCV_0BFB1E5866E1D2E70A495C3B%40AdobeOrg s_tp s_ppv s_plt,,1,1,1,1,0,0,1,0,0,0,ninguno,4,2026-09-07T22:54:24.620Z
26,EC,3,mundo,Edinburgh,GB,https://www.ed.ac.uk,true,,The University of Edinburgh,en,1,1,0,0,,,0,2,37,1,0,36,37,0,0,0,ninguno,3,2026-09-07T22:54:30.885Z
27,EC,3,mundo,EPFL,CH,https://www.epfl.ch/en/,true,,EPFL,en-GB,1,1,2,2,_ga_N6BF9H5G73 _ga,,1,3,102,1,86,15,101,1,0,0,ninguno,4,2026-09-07T22:54:37.631Z
28,EC,3,mundo,Michigan,US,https://umich.edu,true,,University of Michigan,en,1,1,5,2,_ga_29C4RBNCNZ _ga,,0,2,13,0,5,8,8,5,0,0,A,3,2026-09-07T22:54:42.817Z
29,EC,3,mundo,Northwestern,US,https://www.northwestern.edu,true,,Northwestern University,en,1,1,9,0,,CookieYes,1,0,0,0,0,0,0,0,0,0,AAA,3,2026-09-07T22:54:52.463Z
30,EC,3,mundo,Fudan,CN,https://www.fudan.edu.cn/en/,true,,Fudan University,,1,1,5,3,Hm_lvt_829a28d038f7cea73ca2728904e244bc Hm_lpvt_829a28d038f7cea73ca2728904e244bc HMACCOUNT,,0,6,44,18,3,23,40,3,1,0,ninguno,3,2026-09-07T22:55:04.827Z
31,EC,3,mundo,PSL,FR,https://www.psl.eu/en,true,,PSL University | PSL,en,1,1,1,0,,,1,5,25,8,12,5,16,8,0,1,ninguno,4,2026-09-07T22:55:16.100Z
32,EC,3,mundo,HKU,HK,https://www.hku.hk,true,,Home | The University of Hong Kong (HKU),en,1,1,4,2,_ga_ZHLLDTLTMG _ga,,0,2,2,1,0,1,1,0,0,1,ninguno,4,2026-09-07T22:55:22.377Z
33,EC,3,mundo,Zhejiang,CN,https://www.zju.edu.cn/english/,true,,Zhejiang University (ZJU),en,1,1,1,0,,,0,3,14,13,1,0,2,12,0,0,ninguno,3,2026-09-07T22:55:38.402Z
34,EC,3,mundo,NYU,US,https://www.nyu.edu,true,,New York University,en,1,1,12,10,_gcl_au test_cookie _ga_H4KKXQKFSM _ga _ga_S194DLZYBD _ga_9CWXCZX89G _ga_YKLBDQJ61W _ga_8Y5XM9YCFW _ga_VR2BFTJ92R _ga_S4TP6272FF,Osano,1,1,2,0,0,2,2,0,0,0,AA,3,2026-09-07T22:55:44.158Z
35,EC,3,mundo,SJTU,CN,https://www.sjtu.edu.cn,true,,上海交通大学中文主页门户网站,zh-Hans,1,1,3,3,_pk_testcookie.299.e5ac _pk_id.299.e5ac _pk_ses.299.e5ac,,0,5,48,5,5,38,47,0,0,1,ninguno,2,2026-09-07T22:56:01.859Z
